text,joint
"It's also very energy efficient, running on a quarter of the power it takes to run a 60 Watt lightbulb.",LAPTOP#OPERATION_PERFORMANCE/positive
do not buy you will be disappointed.,LAPTOP#GENERAL/negative
Great price and computer!,"LAPTOP#PRICE/positive,LAPTOP#GENERAL/positive"
I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.,"LAPTOP#GENERAL/positive,LAPTOP#OPERATION_PERFORMANCE/positive"
"It doesn't have a lot of frills, but I didn't need any, and being able to buy what I needed, and not more than I needed was very important.","LAPTOP#DESIGN_FEATURES/neutral,LAPTOP#GENERAL/positive"
I am not ultra tech savvy but I can tell when it works slow!,LAPTOP#OPERATION_PERFORMANCE/negative
"2 months later, the battery went.",BATTERY#QUALITY/negative
"I do everything on this computer - check email, facebook, shop, check blogs, write papers, listen to music, and we even watch all of our movies on it since we do not have a tv.","LAPTOP#MISCELLANEOUS/positive,LAPTOP#GENERAL/positive"
No I am generous calling it slow.,LAPTOP#OPERATION_PERFORMANCE/negative
"If you don't like fingerprints, this might not be the laptop for you.",LAPTOP#QUALITY/neutral
"For $250, I highly recommend!!","LAPTOP#PRICE/positive,LAPTOP#GENERAL/positive"
It does run a little warm but that is a negligible concern.,LAPTOP#QUALITY/neutral
"But, I would recommend this product.",LAPTOP#GENERAL/positive
I have not had a problem with the applications quitting or freezing.,SOFTWARE#OPERATION_PERFORMANCE/positive
I love this little one.,LAPTOP#GENERAL/positive
I would buy one of these for every person in my office if I could.,LAPTOP#GENERAL/positive
I like it!,LAPTOP#GENERAL/positive
"Otherwise, all other features are a 1",LAPTOP#DESIGN_FEATURES/positive
"Windows 7 Starter is terrific (no you can't change the background) but I don't need to, I use it just for school work.","OS#USABILITY/neutral,OS#GENERAL/positive"
Thank you for your great product!,"COMPANY#GENERAL/positive,LAPTOP#GENERAL/positive"
"without a big ol' clunky machine in my backpack, I feel like I can do programming homework anywhere.","LAPTOP#DESIGN_FEATURES/positive,LAPTOP#PORTABILITY/positive,LAPTOP#MISCELLANEOUS/positive"
The sound is disappointing.,MULTIMEDIA_DEVICES#QUALITY/negative
The problem I had with this unit was unresolvable.,LAPTOP#GENERAL/negative
This mac is great!,LAPTOP#GENERAL/positive
Buyer Beware.,LAPTOP#GENERAL/negative
"Like i said, Good for basic stuff and as a starter.",LAPTOP#MISCELLANEOUS/positive
"It hangs, freezes and just isn't working properly.",LAPTOP#OPERATION_PERFORMANCE/negative
great battery life.,BATTERY#OPERATION_PERFORMANCE/positive
My only other complaint is that it gets really hot.:-),LAPTOP#QUALITY/negative
Paid close to $2800 out the door.,LAPTOP#PRICE/negative
I love it - never had a computer I was so impressed with - and I've had a lot of laptops and desktops - this one is FAR AND ABOVE THE BEST ONE I EVER HAD BEFORE.,LAPTOP#GENERAL/positive
Immediately didn't like the track buttons.,MOUSE#GENERAL/negative
"I would rate this computer at 5 stars, but considering it has a short life span I can only give it 1 and implore anyone looking at laptops to stay away from this machine.","LAPTOP#GENERAL/negative,LAPTOP#QUALITY/negative"
I absolutely love my mac!,LAPTOP#GENERAL/positive
Pairing it with an iPhone is a pure pleasure - talk about painless syncing - used to take me forever - now it's a snap.,"LAPTOP#USABILITY/positive,LAPTOP#CONNECTIVITY/positive"
Dealing with HP support is a ridiculous and painful experience.,SUPPORT#QUALITY/negative
The glare of the glossy-retina display is unbearable.,DISPLAY#QUALITY/negative
The only downfall is the volume control.,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE/negative
This is something i would deffinately reccomend to someone.,LAPTOP#GENERAL/positive
"ASUS has done an outstanding job of evolving their netbooks, and I would recommend this to anyone who both understands their needs and how netbooks can fit them.","LAPTOP#GENERAL/positive,COMPANY#GENERAL/positive"
"Bigger screen than expected, laptop with a desktop design that is really nice to use for all types of usage, including programming/editing","LAPTOP#USABILITY/positive,LAPTOP#MISCELLANEOUS/positive,LAPTOP#DESIGN_FEATURES/positive,DISPLAY#DESIGN_FEATURES/positive"
was a great deal i will give that.,LAPTOP#PRICE/positive
Maybe this one is just a dud.,LAPTOP#QUALITY/negative
It had most of the features and all of the power that I wanted to replace my desktop machine.,"LAPTOP#OPERATION_PERFORMANCE/positive,LAPTOP#DESIGN_FEATURES/positive"
"Probably as good as you can get in a netbook, does everything I ask for and has some very good unexpected pluses.","LAPTOP#GENERAL/positive,LAPTOP#DESIGN_FEATURES/positive"
Good laptop for the money.,"LAPTOP#GENERAL/positive,LAPTOP#PRICE/neutral"
I would highly recommend this one to my friends,LAPTOP#GENERAL/positive
"Also, the battery does not last very long at all.",BATTERY#OPERATION_PERFORMANCE/negative
"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.","MEMORY#DESIGN_FEATURES/positive,LAPTOP#OPERATION_PERFORMANCE/positive"
the speed is fine.,LAPTOP#OPERATION_PERFORMANCE/positive
Great for games,LAPTOP#MISCELLANEOUS/positive
Summary: They played games with me for the warranty period.,SUPPORT#QUALITY/negative
"It gives me everything I need from a computer and with the long lasting battery, it also gives me mobility.","BATTERY#OPERATION_PERFORMANCE/positive,LAPTOP#PORTABILITY/positive,LAPTOP#GENERAL/positive"
It is also extremely pleasing to the eyes without looking too much like an Alienware gaming machine.,LAPTOP#DESIGN_FEATURES/positive
I have never had to shut down the computer unexpectedly and the computer has never froze on me.,LAPTOP#OPERATION_PERFORMANCE/positive
We returned two days later.,LAPTOP#GENERAL/negative
DO NOT BUY GATEWAY COMPUTERS THEY ARE JUNK AND THE WARRANTY COMPANY IS HORRIBLE.,"COMPANY#GENERAL/negative,SUPPORT#QUALITY/negative"
"I even got my teenage son one, because of the features that it offers, like, iChat, Photobooth, garage band and more!",LAPTOP#DESIGN_FEATURES/positive
I would not recommend this product to anyone.,LAPTOP#GENERAL/negative
They had me send in the machine last April returned it to me in May with no documentation on what was done it anything.,SUPPORT#QUALITY/negative
"It is not even a year old yet, so I would definitely not recommend it to anyone.","LAPTOP#GENERAL/negative,LAPTOP#QUALITY/negative"
it has times were it freezes for 10 seconds and then starts again.,LAPTOP#OPERATION_PERFORMANCE/negative
I have recommended this laptop to everyone I know who is buying one.,LAPTOP#GENERAL/positive
"I'm making the switch and finding that my biggest problem is trying to do things the 'old' way - and Apple does, indeed, have the better idea.","LAPTOP#GENERAL/positive,COMPANY#GENERAL/positive"
"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).","LAPTOP#GENERAL/positive,LAPTOP#DESIGN_FEATURES/negative,LAPTOP#USABILITY/negative,CPU#MISCELLANEOUS/neutral"
Toshiba knows there is a manufacturing defect but will not acknowledge it.,SUPPORT#QUALITY/negative
"With today's company fighting over marketshare, its a shame that ASUS can get away with the inept staff answering thephone.","COMPANY#GENERAL/negative,SUPPORT#QUALITY/negative"
"Now when I say don't expect to play games on it, I mean it.",LAPTOP#MISCELLANEOUS/negative
"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.","SOFTWARE#GENERAL/positive,LAPTOP#DESIGN_FEATURES/positive"
"The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!",OS#USABILITY/positive
I definitely will buy a Mac again if and when this computer ever fails.,"LAPTOP#GENERAL/positive,COMPANY#GENERAL/positive"
Simply amazing computer!!,LAPTOP#GENERAL/positive
This laptop is amazing!,"LAPTOP#GENERAL/positive,LAPTOP#GENERAL/positive"
"I don't like this company nor the toshiba brand, and I'll never  buy another one because I've put more into it then it is worth.","LAPTOP#GENERAL/negative,COMPANY#GENERAL/negative"
I am not satisfied with the product.,LAPTOP#GENERAL/negative
"Looks good , well built, and very good speed.","LAPTOP#OPERATION_PERFORMANCE/positive,LAPTOP#QUALITY/positive,LAPTOP#DESIGN_FEATURES/positive"
I'm learning the finger options for the mousepad that allow for quicker browsing of web pages.,"MOUSE#DESIGN_FEATURES/positive,LAPTOP#USABILITY/positive"
Runs Hot,LAPTOP#QUALITY/negative
Was this product worth my time and money to ever want to purchase another products that is toshiba or relating to toshiba?,"LAPTOP#GENERAL/negative,COMPANY#GENERAL/negative"
"The webcam is nothing special, its there if you need it.",MULTIMEDIA_DEVICES#GENERAL/neutral
"I use a wireless mouse, but the touch pad and the ""red button"" in the middle that works like a little ""joystick"" also work fine.",MOUSE#OPERATION_PERFORMANCE/positive
"Did I mention everything about it, from size to weight to keyboard screams BULK?","LAPTOP#DESIGN_FEATURES/negative,KEYBOARD#GENERAL/negative,LAPTOP#GENERAL/negative"
Fast enough for my purposes.,LAPTOP#OPERATION_PERFORMANCE/positive
"The hard drive crashed as well, and I had to buy a new  power cord.","HARD_DISC#QUALITY/negative,POWER_SUPPLY#QUALITY/negative"
It was not responsive at all to touch.,MOUSE#OPERATION_PERFORMANCE/negative
Wifi card not working right out of the box.,"HARDWARE#OPERATION_PERFORMANCE/negative,HARDWARE#QUALITY/negative,LAPTOP#CONNECTIVITY/negative"
"I use this for my tutoring business, and since I'm always bouncing from student to student, it is ideal for portability and battery life (yes, it gets the 8 hours as advertised!).","BATTERY#OPERATION_PERFORMANCE/positive,LAPTOP#PORTABILITY/positive"
The MacBook Pro is very sturdy and versatile.,"LAPTOP#QUALITY/positive,LAPTOP#USABILITY/positive"
This is a great computer.,LAPTOP#GENERAL/positive
I Love my new computer!,LAPTOP#GENERAL/positive
Expensive but worth it.,"LAPTOP#GENERAL/positive,LAPTOP#PRICE/negative"
I bought this laptop because of the performance to price ratio.,"LAPTOP#OPERATION_PERFORMANCE/positive,LAPTOP#PRICE/positive"
"Once open, the leading edge is razor sharp.",LAPTOP#DESIGN_FEATURES/negative
Would not recommend.,LAPTOP#GENERAL/negative
Worth the investment and truly a fine piece of equipment.,LAPTOP#GENERAL/positive
The computer was shipped to their repair depot  on june 24 and returned on July 2 seems like a short turn around time except the computer was not repaired when it was returned.,"SUPPORT#QUALITY/negative,SHIPPING#QUALITY/positive"
"And processor feels pressured even though I run medium scale programs, watching the way exhaust speed increases.",CPU#OPERATION_PERFORMANCE/negative
It allows you to automatically upload photos to your Facebook account with one click.,SOFTWARE#USABILITY/positive
There is nothing to complain about the system.,LAPTOP#GENERAL/positive
"However, it does not have a DVD drive, neither does it afford one the opportunity to connect an external DVD drive as the manufacturer did not make any point ofconnection of an external drive.","LAPTOP#USABILITY/negative,LAPTOP#CONNECTIVITY/negative,LAPTOP#DESIGN_FEATURES/negative"
awesome price for a laptop that lasts more than 8 hours without recharging!,"LAPTOP#PRICE/positive,BATTERY#OPERATION_PERFORMANCE/positive"
A smaller touchpad would make life easier for Computer Science students or IT people much more easier.,"MOUSE#DESIGN_FEATURES/negative,MOUSE#USABILITY/negative"
I bought a HP Pavilion DV4-1222nr laptop and have had so many problems with the computer.,LAPTOP#GENERAL/negative
"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.","LAPTOP#DESIGN_FEATURES/positive,OS#GENERAL/positive,CPU#OPERATION_PERFORMANCE/positive"
"The only thing that isn't perfect about this netbook is the speakers, they are not loud at all but I expected that.",MULTIMEDIA_DEVICES#QUALITY/negative
I would recomend this acer to parents and grandparents it can really help them in school.,LAPTOP#MISCELLANEOUS/positive
"Fast, great visual!","DISPLAY#QUALITY/positive,LAPTOP#OPERATION_PERFORMANCE/positive"
i defenitly recommend it for anyone for office and home work,LAPTOP#MISCELLANEOUS/positive
When it come time for warranty service to Toshiba you don't matter.,SUPPORT#QUALITY/negative
Built in mike is really poor and unusable for Skype or any other purpose.,"MULTIMEDIA_DEVICES#QUALITY/negative,MULTIMEDIA_DEVICES#USABILITY/negative"
"upon giving them the serial number the first thing I was told, was that it was out of warranty and I could pay to have it repaired even though I had the receipt in front of me proving it still had 2 months left on the warranty.",SUPPORT#QUALITY/negative
Even for a 4GB RAM it barely chugs with 3 tabs open.,"MEMORY#DESIGN_FEATURES/neutral,LAPTOP#OPERATION_PERFORMANCE/negative"
"The people are frustrating to work with, the product itself is very cheaply made, and the accessories are less than satisfactory.","LAPTOP#QUALITY/negative,LAPTOP#DESIGN_FEATURES/negative,SUPPORT#QUALITY/negative"
But that's not a deal-breaker.,LAPTOP#DESIGN_FEATURES/neutral
It works fine with our wireless and they've had not problems.,"LAPTOP#GENERAL/positive,LAPTOP#CONNECTIVITY/positive"
It does everything I need it too!,LAPTOP#GENERAL/positive
i love ths notebook.,LAPTOP#GENERAL/positive
when i first got it i thought the size of it was a joke.,LAPTOP#DESIGN_FEATURES/neutral
"I purchased a  Dell Inspiron I3531-1200BK and so far I love it, this model has a true life monitor, which is worth the extra bucks.","LAPTOP#PRICE/neutral,DISPLAY#DESIGN_FEATURES/positive,LAPTOP#GENERAL/positive"
Lenovo is the best laptop.,LAPTOP#GENERAL/positive
My house is now 100% Macbook.,"LAPTOP#GENERAL/positive,COMPANY#GENERAL/positive"
"After a little more than a year of owning my MacBook Pro, the monitor has completely died.",DISPLAY#QUALITY/negative
"A MONTH LATER, we reinstall the OS (Vista).",OS#QUALITY/negative
HP didn't fix it.,SUPPORT#QUALITY/negative
"In my house, HP is a nasty word.",COMPANY#GENERAL/negative
tons of bloatware and junk programs.,"SOFTWARE#GENERAL/negative,LAPTOP#DESIGN_FEATURES/negative"
This is the complete opposite to an ergonomic design.,"LAPTOP#USABILITY/negative,LAPTOP#DESIGN_FEATURES/negative"
Not easy to carry.,LAPTOP#PORTABILITY/negative
The graphics are stunning.,GRAPHICS#GENERAL/positive
6.Still feels too heavy to me.,LAPTOP#DESIGN_FEATURES/negative
"it has 3 usb ports, 1 sd memory card reader and an sd memory car expansion.",LAPTOP#DESIGN_FEATURES/positive
"I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard.",LAPTOP#DESIGN_FEATURES/negative
Overall I am very satisfied with the purchase.,LAPTOP#GENERAL/positive
"So yes, it is ridiculously fast.",LAPTOP#OPERATION_PERFORMANCE/positive
Keyboard is great but primary and secondary control buttons could be more durable.,"KEYBOARD#GENERAL/positive,KEYBOARD#QUALITY/negative"
"I prefer typing without having to see the keyboard but due the large touchpad, i always have to type cautiously as my hand might take me somewhere else.","MOUSE#DESIGN_FEATURES/negative,MOUSE#USABILITY/negative"
"Performance wise, it's a bit slow, but that's to be expected from a Celeron-class processor.","LAPTOP#OPERATION_PERFORMANCE/negative,CPU#OPERATION_PERFORMANCE/negative"
I would recommend it just because of the internet speed probably because thats the only thing i really care about.,"LAPTOP#CONNECTIVITY/positive,LAPTOP#OPERATION_PERFORMANCE/positive"
"Ok, this is probably the best laptop series ever devised by Apple.",LAPTOP#GENERAL/positive
"It could be lighter, but couldn't everything.",LAPTOP#DESIGN_FEATURES/neutral
After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,"BATTERY#OPERATION_PERFORMANCE/negative,BATTERY#QUALITY/negative"
"They are wonderful, but very dangerous when it comes to emitting heat.","LAPTOP#QUALITY/negative,LAPTOP#GENERAL/positive"
Dell sucks,COMPANY#GENERAL/negative
I am using the external speaker- sound is good.,MULTIMEDIA_DEVICES#QUALITY/positive
THE 8.1.WAY DIFFERENT THAN MY OTHER COMPUTER SO WE HAVE TO GET USE  TO IT.,OS#USABILITY/neutral
Very long-life battery (up to 10-11 hours depending on how you configure power level settings).,BATTERY#OPERATION_PERFORMANCE/positive
This laptop does everything I need it to very well.,LAPTOP#GENERAL/positive
The only objection I have is that after you buy it the windows 7 system is a starter and charges for the upgrade.,OS#MISCELLANEOUS/negative
Very happy.,LAPTOP#GENERAL/positive
"If you buy this - don't go into it expecting 7 hrs of battery life, and you'll be perfectly satisfied.","LAPTOP#GENERAL/positive,BATTERY#OPERATION_PERFORMANCE/negative"
it is the worst computer dell ever made.,LAPTOP#GENERAL/negative
"Aside from the trial software and the short battery life, lack of a webcam, its great.","BATTERY#OPERATION_PERFORMANCE/negative,LAPTOP#GENERAL/positive,SOFTWARE#MISCELLANEOUS/negative,LAPTOP#DESIGN_FEATURES/negative"
"Apple is always great about the aesthetics of things, they always come up with good looking products.","LAPTOP#DESIGN_FEATURES/positive,COMPANY#GENERAL/positive"
I wish I had bought this sooner!,LAPTOP#GENERAL/positive
I would definitely suggest this laptop!,LAPTOP#GENERAL/positive
"But after using it a couple of weeks, the overall operation is poor.",LAPTOP#OPERATION_PERFORMANCE/negative
I got the black MacBook two years ago and have never regretted it.,LAPTOP#GENERAL/positive
"The Toshiba Mini Notebook, Model NB 305-N410BL, is a great little computer.",LAPTOP#GENERAL/positive
I work with kids and they love making short videos on there.,SOFTWARE#MISCELLANEOUS/positive
"It crashes, and when it goes flat, it just DIES (like a PC, maybe worse) and I loose all my open documents!",LAPTOP#OPERATION_PERFORMANCE/negative
Keyboard could use some trimming.,KEYBOARD#DESIGN_FEATURES/negative
Machine gets fairly hot near the bottom of the screen.,LAPTOP#QUALITY/negative
1st time they got it working the next 5 month they had me send it in.,SUPPORT#QUALITY/negative
At 16 months it started shutting off after only 5 or 10 minutes.,LAPTOP#OPERATION_PERFORMANCE/negative
I thought we were paying for quality in our decision to buy an Apple product.,"COMPANY#GENERAL/negative,LAPTOP#QUALITY/negative"
The right speaker did not work.,"MULTIMEDIA_DEVICES#QUALITY/negative,MULTIMEDIA_DEVICES#OPERATION_PERFORMANCE/negative"
Just what the doctor ordered.,LAPTOP#GENERAL/positive
I would highly recommend this computer it is FAST!!!,"LAPTOP#OPERATION_PERFORMANCE/positive,LAPTOP#GENERAL/positive"
I dual boot with Linux and that other security-prone OS and it performs flawlessly.,LAPTOP#OPERATION_PERFORMANCE/positive
"Start up is fine  maybe 20 secs at most, but then to get pages to load on internet is molasses at times.",LAPTOP#OPERATION_PERFORMANCE/negative
I bought it for my parents (late 60s) and they love it - particularly the keyboard and screen.,"DISPLAY#GENERAL/positive,LAPTOP#GENERAL/positive,KEYBOARD#GENERAL/positive"
it's just a great toy to have around.,LAPTOP#GENERAL/positive
It is light and the battery last a very long time.,"BATTERY#OPERATION_PERFORMANCE/positive,LAPTOP#DESIGN_FEATURES/positive"
I would not recommend the purchase of this modle of Toshiba Computer or any Toshiba product for that matter.,"COMPANY#GENERAL/negative,LAPTOP#GENERAL/negative"
I highly recommend that you buy this product.,LAPTOP#GENERAL/positive
"I really don't like it, but I am stuck.",LAPTOP#GENERAL/negative
the screen/video resolution won't increase to a higher resolution then 1024 x 60,DISPLAY#QUALITY/negative
The laptop is fast.,LAPTOP#OPERATION_PERFORMANCE/positive
"If it had a 4,5 star option, that is what I would give.",LAPTOP#GENERAL/positive
Might not make the avid gamer happy but I don't really think that is what this computer is designed for.,LAPTOP#MISCELLANEOUS/neutral
Plus stylish.,LAPTOP#DESIGN_FEATURES/positive
"The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.","CPU#OPERATION_PERFORMANCE/positive,GRAPHICS#DESIGN_FEATURES/positive,OS#OPERATION_PERFORMANCE/positive"
Awesome laptop!,LAPTOP#GENERAL/positive
True quality at a great price!,"LAPTOP#QUALITY/positive,LAPTOP#PRICE/positive"
I was so happy with my new Mac.,LAPTOP#GENERAL/negative
I returned the 2nd laptop for a full refund.,LAPTOP#GENERAL/negative
"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.","SOFTWARE#DESIGN_FEATURES/positive,SOFTWARE#GENERAL/positive"
I have had to take it to the geek squad guys to get it fixed because it has had viruses 3 times and i have not even had it for more then 4 months!,LAPTOP#QUALITY/negative
The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,"SOFTWARE#GENERAL/negative,SOFTWARE#USABILITY/negative,SOFTWARE#PRICE/negative"
"In addition, no matter what I do to change the settings, add/delete Flash, etc., Firefox hangs on start-up.",SOFTWARE#OPERATION_PERFORMANCE/negative
"But if you can't make your product last more than a year, you will not get my business again.","COMPANY#GENERAL/negative,LAPTOP#QUALITY/negative"
My MacBook is probably the best investment I have ever made.,LAPTOP#GENERAL/positive
"I acually believe the issue is with the Nvidia grafics card, but still requires a return.","LAPTOP#GENERAL/negative,GRAPHICS#GENERAL/neutral"
It really is perfect for work and play.,LAPTOP#MISCELLANEOUS/positive
Keyboard is sturdy.,KEYBOARD#QUALITY/positive
"A cheaper price should not equal a ""cheap"" product.","LAPTOP#PRICE/neutral,LAPTOP#QUALITY/negative"
It does what it advertises.,LAPTOP#GENERAL/positive
The touch pad is among the best.,MOUSE#GENERAL/positive
"Seriously, save yourself the hassle and purchase from a different company.",COMPANY#GENERAL/negative
I really wish I had done this years ago.,LAPTOP#GENERAL/positive
When I saw this I grabbed it.,LAPTOP#GENERAL/positive
"Great product, and couldn't be happier with it.",LAPTOP#GENERAL/positive
"Nice and light, seems to help your work instead of becoming work itself.","LAPTOP#DESIGN_FEATURES/positive,LAPTOP#USABILITY/positive"
"I think the manual is somewhere on the hard drive, but I rather have a hard copy.",LAPTOP#MISCELLANEOUS/neutral
I will be considering Lenovo for all future laptop purchases.,COMPANY#GENERAL/positive
Overall for the money this is a good deal.,"LAPTOP#PRICE/neutral,LAPTOP#GENERAL/positive"
"Overall, this laptop is definitely a keeper with its simple yet stylish design and its array of fantastic colors to choose from.","LAPTOP#GENERAL/positive,LAPTOP#DESIGN_FEATURES/positive"
Everything is falling apart internally and externally.,LAPTOP#QUALITY/negative
Probbly the worst decision we ever made!,LAPTOP#GENERAL/negative
this laptop is durable and it is easy to travel with.,"LAPTOP#QUALITY/positive,LAPTOP#PORTABILITY/positive"
This is definitely a computer worth the money;,"LAPTOP#PRICE/positive,LAPTOP#GENERAL/positive"
Odd - unusual Dell Commands,LAPTOP#MISCELLANEOUS/negative
but after i got used to it i love it.,LAPTOP#DESIGN_FEATURES/positive
I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.,LAPTOP#USABILITY/positive
I waited and waited and no laptop.,SUPPORT#QUALITY/negative
But I am glad to have gotten mine right before they stopped making it.,LAPTOP#GENERAL/positive
I was happy with My purchase of a Toshiba Satellite L305D-S5934 laptop until it came time to have it repaired under the Toshiba Warranty.,"SUPPORT#QUALITY/negative,LAPTOP#GENERAL/positive"
The retina display is fantastic.,DISPLAY#GENERAL/positive
Can listen to my music and watch my videos with ease and with a great display.,"DISPLAY#GENERAL/positive,LAPTOP#USABILITY/positive"
"The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.","BATTERY#QUALITY/negative,BATTERY#OPERATION_PERFORMANCE/negative"
Its good for playing my apps on Facebook or watching movies.,LAPTOP#MISCELLANEOUS/positive
"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",DISPLAY#DESIGN_FEATURES/negative
"I had my IWORKS, Itunes, Email, MS Office, network and printers set up and completely working perfectly within an hour.","LAPTOP#OPERATION_PERFORMANCE/positive,LAPTOP#CONNECTIVITY/positive,LAPTOP#USABILITY/positive"
They were totally unconcerned that the computer was not correctly repaired in the first place.,SUPPORT#QUALITY/negative
He gave me this PC about 3 years ago and up to this point im still sitting here using it.,LAPTOP#QUALITY/positive
I absolutely love my Dell Inspiron!,LAPTOP#GENERAL/positive
I couldn't even install linux on it.,LAPTOP#USABILITY/negative
Features like the font are very block-like and old school.,LAPTOP#DESIGN_FEATURES/negative
"I'm also not a fan of Windows 8, but fortunately I can install whatever I want on the laptop without issue.","OS#GENERAL/negative,LAPTOP#USABILITY/positive"
"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.","DISPLAY#QUALITY/positive,LAPTOP#OPERATION_PERFORMANCE/positive,LAPTOP#USABILITY/positive"
"If a website ever freezes (which is rare), its really easy to force quit.",LAPTOP#OPERATION_PERFORMANCE/positive
Battery life needs more life.,BATTERY#OPERATION_PERFORMANCE/negative
I am loyal to Apple.,COMPANY#GENERAL/positive
super fast processor and really nice graphics card..,"GRAPHICS#GENERAL/positive,CPU#OPERATION_PERFORMANCE/positive"
"A little pricey but it is well, well worth it.","LAPTOP#GENERAL/positive,LAPTOP#PRICE/negative"
Charger seems large for this class of computer.,POWER_SUPPLY#DESIGN_FEATURES/negative
Hands down one of my best and most used purchases thus far.,LAPTOP#GENERAL/positive
Just save your money and get something better.,LAPTOP#GENERAL/negative
The battery life is a joke and it's causing other problems.,BATTERY#OPERATION_PERFORMANCE/negative
its very fast and very light.,"LAPTOP#DESIGN_FEATURES/positive,LAPTOP#OPERATION_PERFORMANCE/positive"
The lcd screen stopped working on mine after 10 months.,"DISPLAY#OPERATION_PERFORMANCE/negative,DISPLAY#QUALITY/negative"
"Despite the fact that there's no optical drive, everything is perfect.","LAPTOP#GENERAL/positive,LAPTOP#DESIGN_FEATURES/neutral"
then on top of it all their cusromer service center is in the middle east.,SUPPORT#MISCELLANEOUS/negative
It came with no instruction book - no back up CD's and has already crashed.,"LAPTOP#QUALITY/negative,LAPTOP#OPERATION_PERFORMANCE/negative,LAPTOP#MISCELLANEOUS/negative"
It lasts up to 5-6 hours with normal use.,BATTERY#OPERATION_PERFORMANCE/positive
Extremely slow.,LAPTOP#OPERATION_PERFORMANCE/negative
"It is easy to use, has great screen quality, and every so light weight.","LAPTOP#DESIGN_FEATURES/positive,LAPTOP#USABILITY/positive,DISPLAY#QUALITY/positive"
Hate Windows 8.1!,OS#GENERAL/negative
Pretty premium feel for the low price.,"LAPTOP#PRICE/positive,LAPTOP#QUALITY/positive"
The magnetic plug-in power charging power cord is great (I even put it to the test by accident)- excellent innovation!,POWER_SUPPLY#DESIGN_FEATURES/positive
This Laptop is the Best of the best!,LAPTOP#GENERAL/positive
Tried to make a recovey disk wouldnt get passed the first recovery disk.,LAPTOP#USABILITY/negative
"It DOES come with two usb 2.0 ports, a hdmi port, and a webcam.",LAPTOP#DESIGN_FEATURES/neutral
"Also, when you try to download a large file, like a video, it will start out normally, downloading at around 600kb/sec and over the course of a couple of minutes will slow waaaaaay down to around 20kb/sec, making a download of a couple minutes into several hours making it worthless.","LAPTOP#USABILITY/negative,LAPTOP#CONNECTIVITY/negative,LAPTOP#OPERATION_PERFORMANCE/negative"
"So if you don't have kids, or not in high school or don't accidently sit on it, it should be fine.",LAPTOP#QUALITY/negative
It's a long and tirring process that after a while it seems like their game plan was to wear you out so you would want to give up on contacting them.,SUPPORT#QUALITY/negative
The benefits were immediate!,LAPTOP#GENERAL/positive
"If you want to travel with this laptop, don't buy it.",LAPTOP#PORTABILITY/negative
You'll need to upgrade and pay a little more for them.,LAPTOP#DESIGN_FEATURES/negative
Love it so far.,LAPTOP#GENERAL/positive
it cant fuction well with lots of webpages open at once.,LAPTOP#OPERATION_PERFORMANCE/negative
It is a thing of beauty and fast enough.,"LAPTOP#OPERATION_PERFORMANCE/positive,LAPTOP#DESIGN_FEATURES/positive"
That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.,"SUPPORT#QUALITY/negative,SUPPORT#PRICE/negative"
I wasn't really sure I wanted to spend that kind of money!,LAPTOP#PRICE/negative
"Bootup time is amazing, battery life is decent and it has a great slim form factor.","LAPTOP#DESIGN_FEATURES/positive,LAPTOP#OPERATION_PERFORMANCE/positive,BATTERY#OPERATION_PERFORMANCE/neutral"
No bloatware from third party parasites to uninstall.,"SOFTWARE#GENERAL/positive,LAPTOP#DESIGN_FEATURES/positive"
This is a great laptop and I would recommend it to anyone.,LAPTOP#GENERAL/positive
I have had nothing but problems since the day I took it out of the box!,"LAPTOP#GENERAL/negative,LAPTOP#QUALITY/negative"
In the description it said there is Bluetooth but no there isn't.,LAPTOP#DESIGN_FEATURES/negative
VERY disappointing:,LAPTOP#GENERAL/negative
Has met or exceeded my needs for a compact travel device.,LAPTOP#PORTABILITY/positive
In the first moth of owning this computer its hardrive failed which had to be replaced.,HARD_DISC#QUALITY/negative
