text,aspect,polarity
(No problem with the ordering or shipping by the way.,shipping,positive
"† I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad.",warrenty,negative
† I continued to take the computer in AGAIN and they replaced the hard drive and mother board yet again.,"mother board,hard drive","negative,negative"
i also love having the extra calculator number set up on the keyboard which most laptops do not have.,keyboard,positive
I am using the external speaker- sound is good.,sound,positive
The display is beyond horrible.,display,negative
"I use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike.","iphoto,program","positive,positive"
"it might be something deep within Windows, for I was unable to create a disk image on my hard drive.","Windows,hard drive","negative,negative"
They should have included more memory on their computers if they knew Vista would run slowly.,"Vista,memory","negative,negative"
The resolution is even higher then any other laptop on the market.,resolution,positive
"It is loaded with programs that is of no good for the average user, that makes it run way to slow.","programs,run","negative,negative"
"Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use.",screen,negative
This just keeps having it's hard drive replaced!,hard drive,negative
"The apple systems are over priced luxurys that arn't worth what they are being charged for, this model's specifications are far from being impressive and they only thing you get out of this is the apple name.",specifications,negative
"Also the speakers are not very loud, But it is a netbook.",speakers,negative
"The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.","software,hardware,processor,graphics","neutral,neutral,positive,positive"
"Maybe this is virus related, maybe not, but the computer has locked up many times, and on two occasions, the screen has simply gone black.",screen,negative
There is hardly any memory on the computer's hard drive.,"memory,hard drive","negative,negative"
"There are no gold key numbers too intall programs, you must use the serial numbers that it does not accept and then things are limited as far a working because they are only good for a short time.",programs,negative
Processor - When compared to my 3 week old Early 2011 edition there I barely experience any difference in performance (2.3 GHz v/s 2.4 GHz).,performance,neutral
"you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.","performance,price,look,applications","neutral,positive,positive,positive"
"The big screen allows you to enjoy watching movies , pictures and etc!",screen,positive
"The operating system and user interface is very intuitive, and the large multi-touch track pad is amazing.",operating system,positive
"I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.","Bluetooth,software","negative,negative"
Awesome laptop and the perfect size to carry around in college.,size,positive
the mouse jumps around all the time and it clicks stuff i dont want it too.,mouse,negative
"Also, one of the users mentioned how the edges on the macbook is sharp, if you have money to spend on one of the incase shells, it doesn't seem to be a problem.",edges,negative
"If you don't feel comfortable doing it yourself, just buy the case and be happy, plus it looks nice, I bought the white one from Best Buy.",case,positive
"While Apple's saving grace is the fact that they at least stand behind their products, and their support is great, it would be nice if their products were more reliable to justify the premium.",support,positive
"Info: Windows failed to load because the kernal is missing, or corrupt.",Windows,negative
Its a good laptop for its value.,value,positive
"For the Bluetooth to work properly, you must install the Launch Manager on the Drivers/Applications DVD, or it will not show after the reload.",Bluetooth,neutral
"Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.",Word,negative
when i first got it i thought the size of it was a joke.,size,negative
"Its small enough where I can take it pretty much anywhere, but still has a big enough screen to get everything done.",screen,positive
Took several hours with customer support before I could even start the PC out of the box.,customer support,negative
The screen shows great colors.,"colors,screen","positive,positive"
"It is short on space, and downloads always had problems being completed, or were said to be 'corrupted'.",space,negative
The screen is very large and crystal clear with amazing colors and resolution.,"colors,resolution,screen","positive,positive,positive"
Keyboard is plastic and spongey feeling.,Keyboard,negative
Summary: HP knew they were shipping out bad BIOS and did nothing proactive to resolve it.,BIOS,negative
"With what I do know how to do, the computer works beautiful.",works,positive
"Once again, I was told it was the suspicious  power supply  problem.",power supply,negative
It made the computer much easier to use and navigate.,"navigate,use","positive,positive"
"I love this program, it is superior to windows movie maker.",program,positive
System is loosing about 20% of performance because of that.,performance,negative
The battery gets so HOT it is scary.,battery,negative
"The screen is bright and clear, the operating system is solid and friendly to a novice.","screen,operating system","positive,positive"
"My husband uses it mostly for games, email and music.",games,neutral
"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",edges,negative
3 weeks went by and the computer keeps crashing and will not open any applications.,applications,neutral
"Besides the great look, it is a great machine.",look,positive
I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance.,performance,positive
Thank you Best Buy for putting my computer together and installing my first software - you guys were GREAT too!,software,neutral
"It has plenty of memory, lots of hard drive, and great graphics.","memory,hard drive,graphics","positive,positive,positive"
The salesman talked us into this computer away from another we were looking at and we have had nothing but problems with software problems and just not happy with it.,software,negative
"the touch pad is fine - again, it's a real touch pad.","touch pad,touch pad","positive,positive"
For me I was lucky and a local store was selling them for $2000 off and Best Buy matched their price so I was able to buy one for under $1000,price,positive
"Would like more trendy, high tech features.",features,negative
The keyboard is slick and quiet and not bulky like some other laptops I have had in the past.,keyboard,positive
It is light and the battery last a very long time.,battery,positive
The program came with the computer and works beautifully.,program,positive
OS X is solid with lots of innovations such as quicklook which save heaps of time.,OS X,positive
The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.,processor,negative
"† Now, as easy as it is to use, and I do think it is a great STARTER laptop.",use,positive
It runs perfectly.,runs,positive
"i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.",software,positive
This computer I used daily nice compact design.,design,positive
"† The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.","charge,charge,battery","negative,negative,negative"
"Easy to carry, can be taken anywhere, can be hooked up to printers,headsets.",carry,positive
The battery life is probably an hour at best.,battery life,negative
"Oh yeah, don't forget the expensive shipping to and from HP.",shipping,negative
"† We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",Vista,negative
"Other than that, I would recommend this to someone in need of a cheap laptop with semi-decent gaming capabilities.",gaming,positive
Another thing I might add is the battery life is excellent.,battery life,positive
"The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great.","functions,functions","positive,positive"
Disappointing for such a lovely screen and at a reasonable price,"price,screen","positive,positive"
"Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.",system,negative
The speakers are terrible and are probably the cheapest ones I have ever seen in a laptop so if your planning to listen to music I suggest you get something better.,speakers,negative
"the features are great, the only thing it needs is better speakers.","speakers,features","negative,positive"
"previous laptops were pc's, still have them, but the mac osx is a clean and smooth operating system.",operating system,positive
"† Also, the battery does not last very long at all.",battery,negative
"The internet was locekd and froze every time it was trying to be used, and the command prompt would not work at all.",internet,negative
The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,"price,software,iWork","negative,negative,negative"
I was sorly disapointed to discover that HP (what I thought was a reputable company) wouldn't honor the warrenty when the fan blade fell apart.,warrenty,negative
Registration/1st use is easy.,use,positive
I bought this laptop because of the performance to price ratio.,"price,performance","positive,positive"
So what if the laptops/mobile phones look chic and cool? The after sales support is terrible.,look,positive
"† My opinion of Sony has been dropping as fast as the stock market, given their horrible support, but this machine just caused another plunge.",support,negative
"A cheaper price should not equal a ""cheap"" product.",price,positive
"Being a PC user my whole life, it's taking a bit of time to adapt to the OS of a Mac but I'm finding my way around.",OS,neutral
For the [$] price (special offer) this is a great laptop.,price,positive
The screen is bright and the keyboard is nice;,"keyboard,screen","positive,positive"
† Dealing with the support drone on the other end of the chat was sheer torture.,support,negative
"They don t translate from a Mac, even on Word, resulting in a ton of run-on sentences.",Word,negative
The buttons you have to press a little harder than most.,buttons,negative
It is super easy to use.,use,positive
-Computer crashed frequently and battery life decreased very quickly.,battery life,negative
Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,"cords,power,mic,cords","negative,negative,negative,negative"
"I know there are way better laptops out there for the same price, and why spend money on shit when you can go out and get yourself a perfectly decent laptop that doesnt suck total monkey balls.",price,neutral
"I wiped nearly everything off of it, installed OpenOffice and Firefox, and I am operating an incredibly efficient and useful machine for a great price.",price,positive
The computer is currently in West Verginia doe to the method of shipping choosen by Toshiba.,shipping,negative
"I use this for my tutoring business, and since I'm always bouncing from student to student, it is ideal for portability and battery life (yes, it gets the 8 hours as advertised!).","battery life,portability","positive,positive"
Now I have the best of both worlds with all of the power and ease of the Mac!,power,positive
"The processor went on me, the fan went and the motherboard went.","fan,processor,motherboard","negative,negative,negative"
You can even run a parallels type program easily and run any leftover PC software that you absolutely cannot be without.,software,positive
† even though I had the receipt in front of me proving it still had 2 months left on the warranty.,warranty,negative
My ONLY issues are: 1) the screen/video resolution won't increase to a higher resolution then 1024 x 60,resolution,negative
the only down fall is that it has no cd drive but i found that they are very cheap to by and also very portable making this the best friend to someone who is always looking for more space then they have.,cd drive,negative
"Eventually my battery wouldn't charge, so unless I had it plugged in it wouldn't even power on.",battery,negative
"The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it, but I like the big screen on it.",screen,positive
"My computer froze on several occasion, had buttons that randomely would fall off and even had moments when the computer would refuse to turn on at all.",buttons,negative
The computer was two weeks late in delivery because HP forgot to complete the required import paperwork.,delivery,negative
"The computer runs extremely slowly, whether opening Word or My Computer.",runs,negative
"If you really want a bang-up system and don't need to run Windows applications, go with an Apple;",system,positive
"Looks nice, but has a horribly cheap feel.",feel,negative
"My friend reports the notebook is astonishing in performance, picture quality, and ease of use.","use,performance","positive,positive"
† They replaced my hard drive as well as my mother board.,"hard drive,mother board","neutral,neutral"
"After a couple of years, my battery life began to diminish but was replaced for free due to a company-wide recall of my particular battery.",battery,negative
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.","mouse,keyboard,screen,Screen","neutral,neutral,positive,neutral"
in May I started having problems with the USB ports not working.,USB ports,negative
"I do not experience a lot of heat coming out of it, however I would highly suggest purchasing a stand however, due to the nature of the design of the macbook as it is one very large heat sink.",design,negative
† Sometimes the screen even goes black on this computer.,screen,negative
"Again, decent comp for the price, and I was in need of one quickly as my other laptop died on me.",price,positive
"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.","gaming,battery life,web browsing,battery life","neutral,positive,neutral,positive"
This computer was so challenging to carry and handle.,carry,negative
"Garageband is more for the musicians, and the laptop is equipped with a good working microphone, good enough for beginners and musicians at the intermediate level.",Garageband,neutral
"† I considered I may have too much on the computer, but after looking, there was plenty of space and that is not the issue.",space,positive
"I play a lot of casual games online, and the touchpad is very responsive.",touchpad,positive
After about a week I finally got it back and was told that the motherboard had failed and so they installed a new motherboard.,"motherboard,motherboard","negative,neutral"
"Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in), buttons not working and USB ports inoperative.","keyboard,buttons,USB ports","negative,negative,negative"
and they replaced the awesome ergonomic small lightweight power supply with a power supply that weighed more than the machine itself.,"power supply,power supply","negative,positive"
"And not to mention after using it for a few months or so, the battery will slowly less and less hold a charge until you can't leave it unplugged for more than 5 minutes without the thing dying.",battery,negative
The OS takes some getting used to especially after being a Windows user for so long but the learning curve is so worth it!,Windows,neutral
"For the same price, you get a lot more in the Asus....1920x1080 res.",price,negative
this apple navigates you thru the unexplored world of the internet.,internet,neutral
"I love my Apple, it is quick and easy to use.",use,positive
overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,cd drive,neutral
Another issue I have with it is the battery.,battery,negative
"In desparation, I called their Customer Service number and was told that my warranty had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"").",warranty,negative
Its very nice and once you learn the features you will be so happy to have such a sophisticated computer.,features,neutral
Sells for the same as a netbook without sacrificing size.,size,positive
"Great Laptop for the price, works well with action pack games.","works,price","positive,positive"
The keyboard is top notch.,keyboard,positive
It has a .1 ghz faster processor and a stock 500gb hard drive.,processor,positive
Quality Display  I was surprised with the performance and quality of this HP Laptop.,"performance,quality","positive,positive"
"One drawback, I wish the keys were backlit.",keys,negative
I would not recommend this to anyone wanting a notebook expecting the performance of a Desktop it does not meet the expectations.,performance,negative
The iLife software that comes with the computer is so simple to use and produces a great finished product.,use,positive
Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.,"use,speed,performance","positive,positive,positive"
My husband got me this for Chrismas after getting me a very expensve laptop that did not work after 2 days.,work,negative
I have been very pleased with the performance of this laptop.,performance,positive
"I upgraded the memory and replaced the base Windows 7 Starter to Win 7 Home, and it runs just fine.","runs,memory,Windows 7 Starter","positive,neutral,neutral"
"Upgrading from Windows 7 Starter, thru Windows 7 Home Premium, to Windows 7 Professional was a snap;",Windows 7 Starter,neutral
"Simple to use, and great graphics.","use,graphics","positive,positive"
Mac is not made for gaming.,gaming,negative
The mousepad is a huge pain in the arse!,mousepad,negative
"Not to mention, the battery life is absolutely amazing.",battery life,positive
"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.",windows,neutral
I was disappointed when I realized that the keyboard doesn't light up on this model.,keyboard,negative
"Great value, fast delivery- Computer works as if brand new, no problems, very pleased","value,delivery","positive,positive"
"† Worse, for the price I could get a *netbook* that outperforms this machine.",price,negative
"while about 8 years ago, I hope that the quality has changed.",quality,negative
Keyboard was also very nice and had a solid feel.,Keyboard,positive
"I did think it had a camera because that was one of my requirements, but forgot to check in the specifications on this one before I purchased.",specifications,neutral
"Overall, this laptop is definitely a keeper with its simple yet stylish design and its array of fantastic colors to choose from.","design,colors","positive,positive"
The price and features more than met my needs.,"price,features","positive,positive"
I dislike the quality and the placement of the speakers.,speakers,negative
"It's fast, it's easy easy easy to set up, easy to hook to my wireless network.",set up,positive
"I love its solid build, light wt and excellent battery life (for now).",battery life,positive
This laptop meets every expectation and Windows 7 is great!,Windows 7,positive
The software is amazing.,software,positive
"But, for the cost this is a winner.",cost,positive
The best thing about this laptop is the price along with some of the newer features.,"price,features","positive,positive"
"All the programs are easy and straight forward on my MacBook Pro, it is clean and organized, which I always strive to be myself.",programs,positive
also it comes with very useful applications like iphoto that it is the best photo application i have ever had,"iphoto,applications","positive,positive"
"Speaking of the browser, it too has problems.",browser,negative
"All of the programs (Keynote, Pages, Numbers) have an option to save your documents as Microsoft compatible, which really eliminates the need for the actual.","Keynote,Pages,programs","neutral,neutral,positive"
"Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed, etc.","memory,speed","negative,negative"
Keyboard could use some trimming.,Keyboard,negative
"4) Laptop still did not work, blue screen within a week...",work,negative
"The design is awesome, quality is unprecedented.","quality,design","positive,positive"
"It was slow, locked up, and also had hardware replaced after only 2 months!",hardware,negative
That system is fixed.,system,neutral
The battery life is amazingly long at 7hrs and 5hrs if you use it.,battery life,positive
") I also purchased  Applecare  for $300, which is a three year extended warranty, since I ve never seen any laptop that lasted more than two.",extended warranty,neutral
"† I sent it back and found this time that the battery was faulty, so I got a new one and some other fixes they found.",battery,negative
I recommend for word processing and internet users.,"internet,word processing","positive,positive"
Windows is also rather unsteady on its feet and is susceptible to many bugs.,Windows,negative
This computer that I have has had issues with the keyboard where it lost half the keyboard functions.,keyboard,negative
"Three weeks after I bought the netbook, the screen quit working.",screen,negative
It was secure and easy to navigate.,navigate,positive
"Am very glad I bought it, great netbook, low price.",price,positive
"I love the dock where I can simply drop a file ontop of a particular program, and the program will simply open that file.","program,program","neutral,positive"
"The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.",shipped,negative
It caught a virus that completely wiped out my hard drive in a matter of hours.,hard drive,negative
There also seemed to be a problem with the hard disc as certain times windows loads but claims to not be able to find any drivers or files.,"drivers,windows","neutral,negative"
Going to bring it to service today.,service,neutral
"Garageband is easy to work with, like all the other apple applications I've had experience with.",Garageband,positive
"The port is secured to motherboard so when this  happens you can't see the plug at all, it's just gone.",motherboard,neutral
The speed is incredible and I am more than satisfied.,speed,positive
"I edit and burn to DVD a lot of video, so I obviously could not live with a non-functioning drive.",drive,negative
With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.,"windows,boot up,windows","negative,negative,negative"
"I wish iWork or MS Office came with the Mac, but MS Office doesn't even come with most pc laptops.","MS Office,MS Office,iWork","negative,negative,negative"
I already have a HP laptop I bought last year that's standard size.,size,neutral
Ive had to call tech support many times.,tech support,neutral
The only thing that I don't like about my mac is that sometimes there are programs that I want to be able to run and I am not able to.,programs,negative
The keyboard feels good and I type just fine on it.,keyboard,positive
It is easy to go from one keyboard to another.,keyboard,neutral
"It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.","graphics,graphics","neutral,positive"
I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.,"features,use","positive,positive"
"The screen is nice, side view angles are pretty good.",screen,positive
"The speed difference is next to NOTHING for a mac, and the hard drive can be manually upgraded or you could just buy a $60 500gb external hard drive.","hard drive,speed","neutral,negative"
"The other lock-up problems are from a myriad of causes, the most common being a corrupted version of Appleworks which can render the browser useless.",browser,negative
"Also, macbooks come with much more features which are so cool!",features,positive
It has a lot of memory and a great battery life.,"memory,battery life","positive,positive"
pros:  the macbook pro notebook has a large battery life and you wont have to worry to charge your laptop every five hours or so.,battery life,positive
I love the operating system and the preloaded software.,operating system,positive
I 'have had it for about a 1 1/2 and yes I have had an issue with it one month out of warranty.,warranty,neutral
The screen is gorgeous - yummy good.,screen,positive
† also the battery is completely shot.,battery,negative
"The only drawback for me is how dirty the screen gets, and rather quickly too.",screen,negative
I've also had to have the keyboard replaced at my expense.,keyboard,negative
"My daughter uses it for games, email, facebook, pictures and music.",games,neutral
The display is awesome.,display,positive
"Reason why? It's because when you buy it, you know first thing that you will not lose any value for that laptop, the price will stay the same for the next year, and even if Apple does decides to change mode, your laptop value will only drop 10-20%, unlike PC laptops which drop more than 80%.","value,value,price","positive,positive,positive"
so the fact that the computer does not work on the 24 twenty fourth day is my fault.,work,negative
Then after 4 or so months the charger stopped working so I was forced to go out and buy new hardware just to keep this computer running.,"hardware,charger,hardware,charger","negative,negative,negative,negative"
"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.",keyboard,positive
"i am a huge computer person i love anykind of computer that works well, but when i got this one i was so happy with the way it works and how it runs its amazing.",runs,positive
"I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.","features,programs,use","positive,positive,positive"
It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,programs,positive
"The graphics and screen are stunning and although I was a PC person, I was able to understand how to use a mac fairly quickly.","graphics,screen","positive,positive"
"Its not just slow on the internet, its slow in general.",internet,negative
the programs are esay to use and are quick to process this computer works like a charm.,"use,programs","positive,positive"
"They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die.",battery,negative
It has easy to use features and all the speed and power I could ask for.,"features,speed,power","positive,positive,positive"
"I saw walmart had the same computer for about $650 but still knowing what I know now,I would not buy it at that price.",price,negative
†Then after paying for it to be examined I was told it was same problem cited on website but I'd have to pay anyways since it was past warrenty.,warrenty,negative
"The battery holds up well, it's built very solidly, and runs fast.","runs,battery,built","positive,positive,positive"
"Acer was no help and Garmin could not determine the problem(after spending about 2 hours with me), so I returned it and purchased a Toshiba R700 that seems even nicer and I was able to load all of my software with no problem.",software,positive
"Needs longer lasting battery, More than 1 to 2 Hrs.",battery,negative
This laptop is a great price and has a sleek look.,"price,look","positive,positive"
"If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.",word processing,neutral
Love that it doesn't take up space like a regular computer.,space,positive
"Plain and simple, it(laptop) runs great and loads fast.","loads,runs","positive,positive"
"I am most impressed with the programming, including the iPhoto.",iPhoto,positive
"When we bought our new HP comouter in Dec. of 2008, we wanted Windows XP, but were told it would cost an extra $159, so we went with Vista.",Vista,neutral
"Anyway, in early July of this year, the DVD burner stopped working, and the computer stared having issues with power supply.","DVD burner,power supply","negative,negative"
Even though the computer is larger they did not make the keyboard larger.,keyboard,negative
I'm already hooked on the sleek look and dependability that this laptop has shown.,look,positive
The screen gets smeary and dusty very quickly and it's very noticeable.,screen,negative
Ease of use is just one of the benefits I love about my Mac.,"use,use","positive,positive"
But the machine is awesome and iLife is great and I love Snow Leopard X.,iLife,positive
The battery life is also relatively good.,battery life,positive
But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates.,software,positive
"My MacBook Pro works like a dream, it has never overheated, or even been slightly warm for that matter.",works,positive
This laptop looked brand new and was shipped very quickly.,shipped,positive
"The battery life was supposed to be 6 hours, but even if I ran off the battery with the high effeciency setting the battery would only last me on average about 2.5 to 3 hours.","battery,battery,battery life","negative,neutral,negative"
"Also, because of the size and consistancy of the laptop computer, some websites wouldn't even attempt to work on the computer because of browser problems.",size,negative
"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.","system,battery life,case","negative,negative,negative"
I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.,extended warranty,neutral
"From the build quality to the performance, everything about it has been sub-par from what I would have expected from Apple.",performance,negative
Supplied software: The software that comes with this machine is greatly welcomed compared to what Windows comes with.,"software,Windows","positive,negative"
and plenty of storage with 250 gb(though I will upgrade this and the ram..),"ram,storage","neutral,positive"
"company provides UPS shipping, fast, great!",shipping,positive
My laptop now has no battery.,battery,negative
very convenient when you travel and the battery life is excellent...,battery life,positive
The only bad part is the size/weight.,"weight,size","negative,negative"
Keyboard is reasonable size.,"size,Keyboard","positive,positive"
10 plus hours of battery...,battery,positive
10 hours of battery life is really something else....,battery life,positive
I finally decided on this laptop because it was the right price for what I need it.,price,positive
Drivers updated ok but the BIOS update froze the system up and the computer shut down.,system,negative
Great product by Apple with the new great looking design.,design,positive
"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.","size,size","positive,positive"
Comfterbale to use light easy to transport.,use,positive
"It has far exceeded my expectations for power, storage, and abilitiy.","storage,power","positive,positive"
"The price was very good, and the product is top quality.","quality,price","positive,positive"
"Some features arent friendly ( volume wheel, sound quality, etc.",features,negative
"The brand of iTunes has just become ingrained in our lexicon now, but keep in mind that Apple started it all.",iTunes,positive
My real problem with it? The statement of 7 hour battery life is not just mere exaggeration -- it's a lie.,battery life,negative
† The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,"power supply,warrenty,power supply","negative,negative,negative"
The DVD burner broke after burning 3 DVD'd during that time!,DVD burner,negative
The keyboard is too slick.,keyboard,negative
Like the price and operation.,"price,operation","positive,positive"
"† It is easy to use, fast and has great graphics for the money.","use,graphics","positive,positive"
I loaded windows 7 via Bootcamp and it works flawlessly!,windows 7,positive
This is a great little computer for the price.,price,positive
My sister has the same Mac as me and she is in a band and uses GarageBand to record and edit.,GarageBand,neutral
"I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.",mic,negative
There is no number pad to the right of the keyboard which is a bummer.,keyboard,negative
I have had no problems with it unlike some hardware defects on past models.,hardware,negative
I guess the only good thing that came out of these were the speakers and the subwoofer.,speakers,positive
"It is absolutely horrible to use, despite all its so called advanced features.","use,features","negative,negative"
The computer was shipped to their repair depot† on june 24 and returned on July 2 seems like a short turn around time except the computer was not repaired when it was returned.,repair depot,neutral
It really is perfect for work and play.,work,positive
It is easy to use and lightweight.,use,positive
This was the 3rd day and part still had not been shipped.,shipped,negative
It played various games without problems and ran aero smoothly and flawlessly.,games,neutral
"The Windows 7 Starter is, in my opinion, a great way to think about using your netbook: basics, basics, basics.",Windows 7 Starter,positive
they had to replace the motherboard in April,motherboard,negative
"I think part of the problem with this computer is Vista, yet I know Vista isn't the entire issue because my latest purchase was my Acer and it also has Vista (I should have waited the few months to get the next operating system).","Vista,Vista,Vista,operating system","negative,negative,negative,neutral"
"That's very possible, but since they don't make Windows XP drivers for the sound card in this machine, I was stuck until Windows 7 came out.",Windows 7,positive
"The screen is bright and vivid and the keyboard is very easy to use, very important for use quick typers.","keyboard,screen","positive,positive"
The paint wears off easily due to the keyboard being farther back than usual.,keyboard,negative
"I have had to call with a few questions or issues and they have helped me for free, even without the warranty.",warranty,neutral
"The screen is nice and the images comes very clear, the keyboard and the fit just feels right.","keyboard,screen","positive,positive"
"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge.","battery,charge","neutral,negative"
power supply went bad after 2 weeks --,power supply,negative
Awesome graphics!,graphics,positive
† I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after warrenty expired.,warrenty,negative
† i must keep it plugged in at all times because it will not keep a charge for longer than four minutes.,charge,negative
The computer will constantly be getting hot and burning your leg unless you go through the hassle of taking off the entire back of it just to clean out the fan.,fan,negative
Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,software,negative
This computer doesn't do that well with certain games it can't play some and it becomes too hot while playing games.,games,negative
It's a great product for a great price!,price,positive
The only thing is that the battery won't last more than 1/2 an hour.,battery,negative
"When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again, everything from programs and drivers failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues.","drivers,programs","negative,negative"
"The only thing that isn't perfect about this netbook is the speakers, they are not loud at all but I expected that.",speakers,negative
"the headphone and mic jack are in front of touch-pad making the touch-pad hard to use when using headphones/mic, not to mention the laptop was designed for right handed person.",mic,negative
"Did I mention everything about it, from size to weight to keyboard screams BULK?","size,keyboard,weight","negative,negative,negative"
"Then, within 5 months, the charger crapped out on me.",charger,negative
I also like that you can scroll down in a window using two fingers on the trackpad.,trackpad,positive
I am forever changed and will no longer buy a Windows based machine for personal use.,Windows,negative
"The Macbook is also made better, my computer has never got a virus, and the laptop runs just as fast as the first day I bought it.",runs,positive
the mouse is way way way to sensitve.,mouse,negative
I reinstalled windows through the recovery discs and everything seemed good again.,windows,positive
It runs very quiet too which is a plus.,runs,positive
"†One night I turned the freaking thing off after using it, the next day I turn it on, no GUI, screen all dark, power light steady, hard drive light steady and not flashing as it usually does.",screen,negative
The price is another driving influence that made me purchase this laptop.,price,positive
The only problems are the sound isnt very loud I have to wear headphones.,sound,negative
the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming.,size,positive
"In fact, somehow (and I never opened it up) some specks of dust or something got inside the screen and are now there permanently, behind the front of the screen, in the way of the display.","screen,display,screen","negative,negative,negative"
"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.","processor,hard drive,features,screen,memory","positive,positive,positive,positive,positive"
"I bought it for my mom and she reports that the battery life lasts all day for her, it's very lightweight, and the response for the computing she's doing (Internet focused activity: mail, research, etc.) is excellent;",battery life,positive
† i have tried to charge on different batteries with no luck.,batteries,negative
"† It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.","use,work","negative,negative"
I just took the broken cords into the Apple store and they gave me new ones.,cords,positive
"(Beware, their staff could send you back making you feel that only they know what a computer is.",staff,negative
It's also very capable of doing moderate video editing (although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing).,performance,negative
I've been impressed with the battery life and the performance for such a small amount of memory.,"battery life,performance,memory","positive,positive,negative"
"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.","value,look","positive,positive"
