text,joint
The screen is gorgeous - yummy good.,screen/positive
"They don t translate from a Mac, even on Word, resulting in a ton of run-on sentences.",Word/negative
"Needs longer lasting battery, More than 1 to 2 Hrs.",battery/negative
The resolution is even higher then any other laptop on the market.,resolution/positive
They are about the same size keys.,keys/neutral
The DVD burner broke after burning 3 DVD'd during that time!,DVD burner/negative
The software is amazing.,software/positive
"The computer continued to give me issues and in Late June it completely died again and I tried to call Acer again to get it fixed and they refused to help me, they said my warrenty was up and hung up on me.",warrenty/negative
The only thing I wish is the 15 inch MacBook Pro has much better speakers on the side of the keyboard.,"speakers/negative,keyboard/neutral"
This laptop meets every expectation and Windows 7 is great!,Windows 7/positive
"It is well worth the money it cost, Very good investment.",cost/positive
"I love the feel of the key board, as well as the trackpad.",trackpad/positive
† They replaced my hard drive as well as my mother board.,"hard drive/neutral,mother board/neutral"
I would recommend this laptop to anyone looking to get a new laptop who is willing to spend a little more money to get great quality!,quality/positive
"Not to mention, the battery life is absolutely amazing.",battery life/positive
and they replaced the awesome ergonomic small lightweight power supply with a power supply that weighed more than the machine itself.,"power supply/negative,power supply/positive"
† Dealing with the support drone on the other end of the chat was sheer torture.,support/negative
I thought the price was great for the specs.,"specs/positive,price/positive"
I'm tired of the inept service.,service/negative
Pay attention to the specs if you want these options.,specs/neutral
It's so nice to look at and the keys are easy to type with.,"keys/positive,look/positive"
"† Long story short, since I experience so many problems with my laptop every since I bought it from day one, I didn't ask for a new laptop or a refund of what I pay for a crapy laptop, but just an extension of my laptop warranty for another year, they made a big deal of out that and after so many calls and complaints about their products and services, they finally gave in.",warranty/neutral
For me I was lucky and a local store was selling them for $2000 off and Best Buy matched their price so I was able to buy one for under $1000,price/positive
"But after using it a couple of weeks, the overall operation is poor.",operation/negative
With notes saying they replaced the hard drive.,hard drive/neutral
"lightweight, long battery life, excellent transition from PC;",battery life/positive
PC users use the Powerpoint program for slide-show presentation and Mac users utilize Keynote.,Keynote/neutral
"While it was highly rated, would I like it? I tried the keyboard at the store, and it seemed ok.",keyboard/neutral
It is in the best condition and has a really high quality.,quality/positive
"† The battery never held a charge longer than one hour and within two months, stopped holding a charge for more than ten minutes.","charge/negative,charge/negative,battery/negative"
"Not too much ""junk"" software to remove.",software/positive
"The leather carrying case, keyboard and mouse arrived in two days from Memphis warehouse.","mouse/neutral,keyboard/neutral"
"The delivery was fast, and I would not hesitate to purchase this laptop again.",delivery/positive
"So I called Compaq, and after being on the phone for 3 hours, i finally got a replacement which I shouldn't have had a problem getting since it was under warranty.",warranty/neutral
The battery life also doesn't keep up with the claim but still I think macbook is much ahead from the rest of the pack.,"battery life/negative,battery life/negative"
"Well, I have to say since I bought my Mac, I won't ever go back to any Windows.",Windows/negative
"It is a REAL touchpad, not the toy I saw in other brands.",touchpad/positive
The battery life was shorter than expected.,battery life/negative
The only thing is that the battery won't last more than 1/2 an hour.,battery/negative
"I saw walmart had the same computer for about $650 but still knowing what I know now,I would not buy it at that price.",price/negative
"I think the manual is somewhere on the hard drive, but I rather have a hard copy.",hard drive/neutral
"Needs Power and Mouse Cable to Plug in back instead of side, In the way of operating a mouse in small area.",mouse/negative
The OS is still as fast as the day that the laptop was purchased and continues to run flawlessly.,"OS/positive,run/positive"
"Did I mention everything about it, from size to weight to keyboard screams BULK?","size/negative,keyboard/negative,weight/negative"
I bought this laptop because of the performance to price ratio.,"price/positive,performance/positive"
I should have checked this before I installed my applications.,applications/neutral
It works exactly like it did the day I took it out of the box.,works/positive
The screen shows great colors.,"colors/positive,screen/positive"
"The internet was locekd and froze every time it was trying to be used, and the command prompt would not work at all.",internet/negative
The speakers on it are useless too.,speakers/negative
"And not to mention after using it for a few months or so, the battery will slowly less and less hold a charge until you can't leave it unplugged for more than 5 minutes without the thing dying.",battery/negative
Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,"webcam/neutral,keyboard/neutral,carry/positive"
"After doing extensive research, macconnection had the lowest price on the 15"" MBP i5.",price/positive
It is easy to navigate and update programs.,navigate/positive
Love that it doesn't take up space like a regular computer.,space/positive
Cords coming out the right for power plus cords coming out front for headphones/mic plus network connection on left make for a very messy setup with cords going every direction.,"cords/negative,power/negative,mic/negative,cords/negative"
Even out of warranty!,warranty/neutral
"Thus, when you carry it at a slanted angle, the screen will ""topple"" or ""slide"" down, if you understand what I mean.",screen/negative
"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.","program/positive,program/positive"
This laptop is a great price and has a sleek look.,"price/positive,look/positive"
"THEN, one month after the warranty expired, the replacement charger went.",warranty/neutral
"Called Acer many times, they want me to pay the shipping to ship it to their repair center - I was very disappointed since it is a brand new computer!",shipping/negative
The program came with the computer and works beautifully.,program/positive
It's a great product for a great price!,price/positive
"Then HP sends it back to me with the hardware screwed up, not able to connect.",hardware/negative
It is so much easier to use,use/positive
See when it comes to laptops you buy it and get just a normal operating system with trials of must need stuff that should come with it.,operating system/neutral
The first full charge of this battery got me only about 2 full hours.,battery/negative
"It has far exceeded my expectations for power, storage, and abilitiy.","storage/positive,power/positive"
I finally decided on this laptop because it was the right price for what I need it.,price/positive
The laptop is outstanding in all aspects except that it has the Windows 7 starter and not the full Windows 7.,Windows 7/positive
There are so many wonderful features and benefits to the new MacBook!,features/positive
"Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.",web browsing/positive
"Also, my sister got the exact same laptop (since they were so cheap) and after 8 months, the screen split in half just from everyday use.",screen/negative
† The only thing I can imagine is that Sony jumped on early specifications for Vista requirements from Microsoft and designed it to those inadequate requirements.,Vista/negative
"Of course, for a student, weight is always an issue.",weight/neutral
The difference is the Toshiba had a lot more memory and hard drive space.,memory/positive
Comes with iMovie;,iMovie/positive
-I propose that I can just swap the hard drives.,hard drives/neutral
"The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!",iPhoto/positive
"I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.","features/positive,programs/positive,use/positive"
"The applications are also very easy to find and maneuver, much easier than any other computer I have ever owned.",applications/positive
HP said it was out of warranty.,warranty/neutral
of course my warranty runs out next month.,warranty/neutral
"A great feature is the spotlight search: one can search for documents by simply typing a keyword, rather than parsing tens of file folders for a document.",feature/positive
It's super fast and a great value for the price!,"value/positive,price/positive"
I had to pay for the shipping!,shipping/negative
The real stand out on this computer is the feel of the keyboard and it's speed.,"keyboard/positive,speed/positive"
Just a black screen!,screen/negative
"It was heavy,bulky, and hard to carry because of the size.",size/negative
Excellent speed for processing data.,speed/positive
"† I definitely suggest getting an extended warranty, you will probably need it!",extended warranty/positive
I'm already hooked on the sleek look and dependability that this laptop has shown.,look/positive
"We use the built in tools often, iTunes is open nearly every day and works great with my iPhone.",iTunes/positive
"After a couple of years, my battery life began to diminish but was replaced for free due to a company-wide recall of my particular battery.",battery/negative
"The screen is bright and vivid and the keyboard is very easy to use, very important for use quick typers.","keyboard/positive,screen/positive"
"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.","size/positive,size/positive"
"-When battery life went to 4 hours or less, took it to the MacHouse Amsterdam for repair (26th of August).",battery life/negative
"†I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!","hard drive/negative,mother board/negative"
I had something else go wrong and they said it had to be in good working order to be able to buy the warranty.,warranty/negative
Keyboard good sized and wasy to use.,"Keyboard/positive,use/positive"
"I wanted to purchase the extended warranty and they refused, because they knew it was trouble.",extended warranty/neutral
wonderful features.,features/positive
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.","mouse/neutral,keyboard/neutral,screen/positive,Screen/neutral"
The display is beyond horrible.,display/negative
I would not recommend this to anyone wanting a notebook expecting the performance of a Desktop it does not meet the expectations.,performance/negative
"Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.",OS/positive
"Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.",software/positive
"Garageband is more for the musicians, and the laptop is equipped with a good working microphone, good enough for beginners and musicians at the intermediate level.",Garageband/neutral
My real problem with it? The statement of 7 hour battery life is not just mere exaggeration -- it's a lie.,battery life/negative
Best thing is I can use existing 32 bit old programs.,programs/positive
"However, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the LCD).",hinge/negative
† This time the mouse pad and right click key wouldn't work!,mouse pad/negative
"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.","programs/neutral,features/neutral"
I reinstalled windows through the recovery discs and everything seemed good again.,windows/positive
You can even run a parallels type program easily and run any leftover PC software that you absolutely cannot be without.,software/positive
"(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.","Windows/neutral,screen/positive,size/positive"
Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,"warranty/negative,warranty/negative"
This is great if you have several lectures back to back and don't have a chance to charge during one of the lectures.,charge/positive
I cannot be happier with the service or product.,service/positive
Everything from the design to the OS is simple and to the point.,"design/positive,OS/positive"
A seventy dollar mouse!,mouse/neutral
It's just as fast with one program open as it is with sixteen open.,program/neutral
"The programs are great, like iphoto (love the editing capabilities), imail (which can incorporate with the address book on the ipod and ipad), imovie, etc.","programs/positive,iphoto/positive"
It's priced very reasonable and works very well right out of the box.,works/positive
"The only drawback for me is how dirty the screen gets, and rather quickly too.",screen/negative
† even though I had the receipt in front of me proving it still had 2 months left on the warranty.,warranty/negative
"Also the speakers are not very loud, But it is a netbook.",speakers/negative
"oh yeah, and if the fancy webcam breaks guess who you have to send it to to get it fixed?",webcam/negative
I could save ten essay papers and have hardly any memory left.,memory/negative
The keyboard is top notch.,keyboard/positive
"From the get-go, the M6809 was unsteady in its operation;",operation/negative
") I also purchased  Applecare  for $300, which is a three year extended warranty, since I ve never seen any laptop that lasted more than two.",extended warranty/neutral
"The system it comes with does not work properly, so when trying to fix the problems with it it started not working at all.",system/negative
The computer was shipped to their repair depot† on june 24 and returned on July 2 seems like a short turn around time except the computer was not repaired when it was returned.,repair depot/neutral
"I gave it to my daughter because I just hated the screen, hated that it had no cd drive to at least play cd's when I wanted to listen to music and do schoolwork.","cd drive/negative,screen/negative"
The capabilities using that program alone made me want a Mac.,program/positive
The ease of set up was terrific.,set up/positive
It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.,programs/positive
"I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting, but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.","iLife/positive,iWork/positive,programs/positive"
The feel of this machine compared to the old MacBook is far superior.,feel/positive
The store honored their warrenty and made the comment that they don't even recommend the HP brand because of the problems with their warrentys.,warrenty/positive
"The ATI graphics card is a huge plus, definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with, such as Half-Life 2 or even World of Warcraft.",games/neutral
The battery life is amazingly long at 7hrs and 5hrs if you use it.,battery life/positive
Now for the hardware problems.,hardware/negative
It has a lot of memory and a great battery life.,"memory/positive,battery life/positive"
The fact that you can spend over $100 on just a webcam underscores the value of this machine.,"value/positive,webcam/neutral"
"Eventually my battery wouldn't charge, so unless I had it plugged in it wouldn't even power on.",battery/negative
iLife is easily compatible with Microsoft Office so you can send and receive files from a PC.,iLife/positive
"From the build quality to the performance, everything about it has been sub-par from what I would have expected from Apple.",performance/negative
"Simple to use, and great graphics.","use/positive,graphics/positive"
HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,cost/negative
"They say it could be the motherboard again, but Dell",motherboard/negative
"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.","performance/neutral,customer support/positive"
Additional caveat: the base installation comes with some Toshiba-specific software that may or may not be to a user's liking.,software/negative
I love the operating system and the preloaded software.,operating system/positive
† I continued to take the computer in AGAIN and they replaced the hard drive and mother board yet again.,"mother board/negative,hard drive/negative"
"If upgrade is possible to the full Windows 7, then I will truly be a very happy geek.",Windows 7/positive
Unable to boot up this brand new laptop.,boot up/negative
Also the display is exceptional!,display/positive
"The guy then said that if I insist on having the hinge tightened, they can do it for me but I have to accept the condition after the ""repair"".",hinge/neutral
"† My opinion of Sony has been dropping as fast as the stock market, given their horrible support, but this machine just caused another plunge.",support/negative
"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need.","budget/positive,features/positive"
"I even got my teenage son one, because of the features that it offers, like, iChat, Photobooth, garage band and more!",features/positive
And the warranty on this macbook pro can last up to 5 years or 1000 battery recharge cycles.,warranty/positive
"The speed gives you the power to work on these projects seamlessly, and multiple at a time if you sowish.",speed/positive
"† Now, as easy as it is to use, and I do think it is a great STARTER laptop.",use/positive
"Sure, the initial out of pocket expense is greater, but that should not dissuade anyone from the fact that these machines run like none other on the planet, and when I factor in all the money in that I wasted on Geek Squad and the latest patches to de-corrupt my infested PCs, it probably comes out about even anyhow.",run/positive
"Its not just slow on the internet, its slow in general.",internet/negative
"Apparently well-built and gorgeous to look at, the i5 MacBook Pro is a winning combination of price and performance.","look/positive,built/positive,performance/positive,price/positive"
"Speaking of the browser, it too has problems.",browser/negative
Once I removed all the software the laptop loads in 15-20 seconds.,"loads/neutral,software/negative"
Battery is not upgradable to a longer life battery.,battery/negative
"† Also, the battery does not last very long at all.",battery/negative
"I love this program, it is superior to windows movie maker.",program/positive
"The big screen allows you to enjoy watching movies , pictures and etc!",screen/positive
"My computer froze on several occasion, had buttons that randomely would fall off and even had moments when the computer would refuse to turn on at all.",buttons/negative
I will never go back to Windows!,Windows/negative
i love the size of the computer since i play games on it.,"size/positive,games/neutral"
I was taught to use Photoshop and was amazed.,Photoshop/positive
"I work in film editing and post production, so I need a laptop that not only has power, but memory and speed as well.","memory/neutral,speed/neutral,power/neutral"
I regret buying it before understanding how awful it is to use.,use/negative
"Not sure how I recommend it for quality gaming, as I have a desktop rig for that reason.",gaming/negative
"My laptop cost approximately $2,300 and DIED after only 2-years, 10-months and 18-days of use.",cost/negative
The performance is awesome.,performance/positive
† I will definitely be getting a new laptop if it has any more issues after the warranty expires and researching carefully when I do so I don't run accross a situation like this again!,warranty/neutral
"Still under warrenty so called Toshiba, no help at all.",warrenty/negative
I have only had PCs with Windows before so this takes a little getting use to.,Windows/neutral
"The repairs were made quickly though I must say, however the second time they shipped it to the incorrect address and it took nearly a week for them to get it to me.",shipped/negative
"I run windows via bootcamp for the couple programs I do not want to buy a mac version of, like my cad programs.","windows/neutral,programs/neutral"
"Keyboard is great, very quiet for all the typing that I do.",Keyboard/positive
"The screen is a little glary, and I hated the clicking buttons, but I got used to them.",screen/negative
There is no number pad to the right of the keyboard which is a bummer.,keyboard/negative
"The sound is a bit quiet if you're on a plane, this can easily be overcome with a decent pair of head phones.",sound/negative
"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.","system/negative,battery life/negative,case/negative"
My sister has the same Mac as me and she is in a band and uses GarageBand to record and edit.,GarageBand/neutral
The trackpad was easy to learn and navigate.,trackpad/positive
My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen.,screen/neutral
They sent it back with a huge crack in it and it still didn't work.,work/negative
My ONLY issues are: 1) the screen/video resolution won't increase to a higher resolution then 1024 x 60,resolution/negative
"I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.","Bluetooth/negative,software/negative"
"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.","screen/negative,screen size/negative"
It really is perfect for work and play.,work/positive
I am forever changed and will no longer buy a Windows based machine for personal use.,Windows/negative
I like how the Mac OS is so simple and easy to use.,"use/positive,Mac OS/positive"
Since I've had this computer I've only used the trackpad because it is so nice and smooth.,trackpad/positive
"† And at one point, they blame me for installing a bad memory stick when I upgrade my memory for the first time during my purchase of the laptop (I bought the memory stick they recomended).",memory/neutral
"I bought a Logitech desktop set in anticipation for using with the MBP, but I use the touchpad 90% of the time.",touchpad/positive
Awesome laptop and the perfect size to carry around in college.,size/positive
When you call tech support you were routed to someone who was in another country and did not know what they were doing.,tech support/negative
"As a lifelong Windows user, I was extremely pleased to make the change to Mac.",Windows/negative
Screen is crystal clear and the system is very responsive.,"Screen/positive,system/positive"
I dislike the quality and the placement of the speakers.,speakers/negative
"Also, one of the users mentioned how the edges on the macbook is sharp, if you have money to spend on one of the incase shells, it doesn't seem to be a problem.",edges/negative
"The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.","iMovie/positive,runs/positive,GarageBand/positive,iTunes/positive,iPhoto/positive"
"In addition, all the design tools on Pages and Keynotes makes it much easier to create professional looking documents and presentations.",Pages/positive
"At first, the computer seemed a great deal--seemingly high-end specs for a low, low price.","specs/positive,price/positive"
"Crisp screen, great battery life, and plenty of storage.","storage/positive,battery life/positive,screen/positive"
"Three weeks after I bought the netbook, the screen quit working.",screen/negative
The only thing that I don't like about my mac is that sometimes there are programs that I want to be able to run and I am not able to.,programs/negative
Keyboard is plastic and spongey feeling.,Keyboard/negative
I purchased a Toshiba Satellite M60 (with harman/kardon speakers!) in December of 2005.,speakers/positive
"So what am I supposed to do?  The LG service center cannot provide me the ""service"" when it is called the ""service center"".","service/negative,service center/negative"
Right size and weight for portability.,"portability/positive,weight/positive,size/positive"
If you want more information on macs I suggest going to apple.com and heading towards the macbook page for more information on the applications.,applications/neutral
"The price is great for this model, I only plan on using it for media in the entertainment room.",price/positive
The screen is very large and crystal clear with amazing colors and resolution.,"colors/positive,resolution/positive,screen/positive"
Keyboard was also very nice and had a solid feel.,Keyboard/positive
I now realize that my $900 would have been better spent on a Windows laptop.,Windows/positive
And the screen on this thing is absolutely amazing for high quality videos and movies and gaming.,"gaming/positive,screen/positive"
Even though the computer is larger they did not make the keyboard larger.,keyboard/negative
10 hours of battery life is really something else....,battery life/positive
"A month or so ago, the freaking motherboard just died.",motherboard/negative
It drives me crazy when I want to download a game or something of that nature and I can't play it because its not compatable with the software.,software/negative
"So then you may be lucky to get ahold to someone who understands that its no good and they will let you send it back, but of course you are taking a chance of them testing it out to see what has happened, and they tell you that it was not on their side , then you are stuck paying for the repair (the price of a new one).",price/negative
I got assurances from 2 different people that the remaining 10 months of my warranty would transfer to the new computer.,warranty/positive
I have not had a problem with the applications quitting or freezing.,applications/positive
Unless you want to be inconvenienced with a non working power supply which you can't find a replacement for because they made the attachment so small.,power supply/negative
"This is the first time that I tried and owning a netbook although I have used 3 different laptops in the past 10 years, I find not much difference except of course for the screen size.",screen size/neutral
"Was disappointed to find out that the model had been discontinued, apparently because of known motherboard problems.",motherboard/negative
"Its small enough where I can take it pretty much anywhere, but still has a big enough screen to get everything done.",screen/positive
It is easy to use and lightweight.,use/positive
"With all the programs that came with it, such as iLife and iWork, I was set from the very beginning.","programs/neutral,iLife/neutral,iWork/neutral"
This computer is exceptionally thin for it's screen size and processing power.,screen size/positive
super fast processor and really nice graphics card..,"processor/positive,graphics card/positive"
"I was loving this Netbook because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.","screen/positive,display/positive"
"It's not a wear-and-tear issue, not due to user carelessness and most importantly, they CAN'T guarantee the problem will be solved if it is sent for service and I have to accept the outcome.",service/negative
Great laptop that offers many great features!,features/positive
The price is another driving influence that made me purchase this laptop.,price/positive
"I love my Apple, it is quick and easy to use.",use/positive
It does not even have the software to play a dvd now.,software/negative
The iLife software that comes with the computer is so simple to use and produces a great finished product.,use/positive
"† I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad.",warrenty/negative
"† I sent it back and found this time that the battery was faulty, so I got a new one and some other fixes they found.",battery/negative
I was looking for a mac which is portable and has all the features that I was looking for.,features/positive
"There is a small red circle next to it with a x in the middle, and when I click on it it says: "" Consider replacing your battery"" and it does not hold full charge.","battery/neutral,charge/negative"
I am using the external speaker- sound is good.,sound/positive
"† upon giving them the serial number the first thing I was told, was that it was out of warranty and I could pay to have it repaired.",warranty/neutral
"Yes, a Mac is much more money than the average laptop out there, but there is no comparison in style, speed and just cool factor.",speed/positive
Not to mention the fact that your mac comes fully loaded with all necessary basic programs.,programs/positive
"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.","price/positive,shipping/positive,budget/positive,price/positive,budget/positive,shipping/positive"
After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,"hard drive/neutral,battery/negative,battery/negative,hard drive/neutral"
and plenty of storage with 250 gb(though I will upgrade this and the ram..),"ram/neutral,storage/positive"
Tech support tells me the latter problem is a power supply problem and have offered to fix it if it happens again.,power supply/negative
"I use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike.","iphoto/positive,program/positive"
"But sitting on a lap or on a desk in front of you it looks more than big enough (this could be because Im used to my Lenovo 10 tablet now) plus this is a great size if I want to unplug the external keyboard, mouse, and monitor to take it with me when I take photos and video.","size/positive,mouse/neutral,monitor/neutral"
keys are all in weird places and is way too large for the way it is designed.,keys/negative
Like the price and operation.,"price/positive,operation/positive"
"Laptops are usually used on the go, so why not give you a better battery?",battery/negative
"The Windows 7 Starter is, in my opinion, a great way to think about using your netbook: basics, basics, basics.",Windows 7 Starter/positive
"WIth the upgraded memory, the MacBook Pro never has an issue running many many applications at once!",applications/neutral
"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues.",specs/positive
""">  iPhoto is probably the best program I have ever worked with: easy and convenient.",iPhoto/positive
They should have included more memory on their computers if they knew Vista would run slowly.,"Vista/negative,memory/negative"
lots of extra space but the keyboard is ridiculously small.,"space/positive,keyboard/negative"
I recommend for word processing and internet users.,"internet/positive,word processing/positive"
"The battery life is amazing, the versitility is outstanding.",battery life/positive
The battery life is great.,battery life/positive
"It is short on space, and downloads always had problems being completed, or were said to be 'corrupted'.",space/negative
I would like to use a different operating system altogether.,operating system/neutral
Summary: HP knew they were shipping out bad BIOS and did nothing proactive to resolve it.,BIOS/negative
This is the complete opposite to an ergonomic design.,design/negative
It has easy to use features and all the speed and power I could ask for.,"features/positive,speed/positive,power/positive"
"Again, decent comp for the price, and I was in need of one quickly as my other laptop died on me.",price/positive
Good monitor and performed well.,monitor/positive
The computer was two weeks late in delivery because HP forgot to complete the required import paperwork.,delivery/negative
"Some problems can be fixed if you purchase new software, but there is no guarentee.",software/negative
† also the battery is completely shot.,battery/negative
"Only other thing is that if you are using this for document creation Apple doesnt provide any kind of word processor (such as works for windows), but iwork is cheap compared to office.",windows/neutral
There are no viruses or spyware to worry about like on a Windows computer.,Windows/negative
"While Apple's saving grace is the fact that they at least stand behind their products, and their support is great, it would be nice if their products were more reliable to justify the premium.",support/positive
"Now,,,,,my monitor has been acting up for about 2 months.",monitor/negative
"Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed, etc.","memory/negative,speed/negative"
"It's applications are terrific, including the replacements for Microsoft office.",applications/positive
It's perfect for everything and runs faster than an average pc!,runs/positive
"With awesome graphics and assuring security, it's perfect!",graphics/positive
"There is no cd drive on the computer, which defeats the purpose of keeping files on a cd.",cd drive/negative
"It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.","graphics/neutral,graphics/positive"
"It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.","use/positive,gaming/positive"
This computer had exactly the specifications I needed.,specifications/positive
Comfterbale to use light easy to transport.,use/positive
This MacBook is an outstanding product with great value.,value/positive
"Overall I feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.","quality/negative,performance/negative,battery life/positive"
i needed one to be able to carry to work everyday and this one seems to fit all of the criteria.,carry/neutral
It was very easy to just pick up and use-- It did not take long to get used to the Mac OS.,"use/positive,Mac OS/positive"
† I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after warrenty expired.,warrenty/negative
"Bigger HD, better graphics card, and a bid HD.","HD/positive,HD/positive,graphics card/positive"
"It has plenty of memory, lots of hard drive, and great graphics.","memory/positive,hard drive/positive,graphics/positive"
"I have had another Mac, but it got slow due to an older operating system.",operating system/negative
"Love the speed, especially!",speed/positive
I 'have had it for about a 1 1/2 and yes I have had an issue with it one month out of warranty.,warranty/neutral
The display is awesome.,display/positive
"The only thing that isn't perfect about this netbook is the speakers, they are not loud at all but I expected that.",speakers/negative
I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.,"features/positive,use/positive"
The battery doesn't last long but I'm sure an upgrade battery would solve that problem.,"battery/negative,battery/positive"
"Windows 7 Starter is terrific (no you can't change the background) but I don't need to, I use it just for school work.",Windows 7 Starter/positive
"I love the easy to see screen, and It works well for work, persoal or just play.","screen/positive,works/positive"
the manufacturer's warranty only covers replacement/repair of parts.,warranty/negative
"So, I paid a visit to LG notebook service center at Alexandra Road, hoping they can make the hinge tighter.",hinge/negative
"Well I spilled something on it and they replaced it with this model, which gets hot and the battery doesn't make it through 1 DVD.",battery/negative
also it comes with very useful applications like iphoto that it is the best photo application i have ever had,"iphoto/positive,applications/positive"
"Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.",system/negative
"still testing the battery life as i thought it would be better, but am very happy with the upgrade.",battery life/negative
I have had no problems with it unlike some hardware defects on past models.,hardware/negative
† The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.,"power supply/negative,warrenty/negative,power supply/negative"
"The quality, engineering design and warranty are superior--covers damage from dropping the laptop.","warranty/positive,quality/positive"
The OS takes some getting used to especially after being a Windows user for so long but the learning curve is so worth it!,Windows/neutral
Registration/1st use is easy.,use/positive
The games included are very good games.,"games/neutral,games/positive"
The battery is really long.,battery/positive
"Apparently under the screen there are 2 little screws and when the screen gets moved back and forth, they come loose.","screen/neutral,screen/neutral"
"Reason why? It's because when you buy it, you know first thing that you will not lose any value for that laptop, the price will stay the same for the next year, and even if Apple does decides to change mode, your laptop value will only drop 10-20%, unlike PC laptops which drop more than 80%.","value/positive,value/positive,price/positive"
I respond that I do not have the old computer and this way I would lose the data on my hard drive.,hard drive/negative
The little battery that it did have would only last about an hour while just having it on the desktop.,battery/negative
"However, the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).","gaming/neutral,external mouse/neutral"
"Also, macbooks come with much more features which are so cool!",features/positive
"I love its solid build, light wt and excellent battery life (for now).",battery life/positive
Lightweight and the screen is beautiful!,screen/positive
"The brand of iTunes has just become ingrained in our lexicon now, but keep in mind that Apple started it all.",iTunes/positive
"Whenever tried to turn it on, it would restart as soon as the BIOS launched Windows (or Winblows, as I like ot call it).","Windows/negative,BIOS/negative"
"Looks nice, but has a horribly cheap feel.",feel/negative
OS X is solid with lots of innovations such as quicklook which save heaps of time.,OS X/positive
It had the full sized touch pad with 2 buttons instead of just one.,touch pad/neutral
After 20-30 min the screen of the notebook switched off.,screen/negative
the mouse is way way way to sensitve.,mouse/negative
The programs that come standard with the Leopard running system are enough for the average person to run all the basics.,programs/positive
