text,aspect,polarity
I recommend for word processing and internet users.,LAPTOP#MISCELLANEOUS,positive
If you are a PC user looking to convert I would HIGHLY recommend it!,LAPTOP#MISCELLANEOUS,positive
very convenient when you travel and the battery life is excellent...,"LAPTOP#PORTABILITY,BATTERY#OPERATION_PERFORMANCE","positive,positive"
Im glad that it has such great features in it.,LAPTOP#DESIGN_FEATURES,positive
"I had to call Apple 19 times (each time 40 to 75 minutes on the phone), and take it to their store for evaluations, and diagnostics, 5 times.",SUPPORT#QUALITY,negative
"I'm very happy with it, typing on it right now and it is fast enough for that!","LAPTOP#OPERATION_PERFORMANCE,LAPTOP#GENERAL","positive,positive"
"I burned my leg, after lifting it from my desk, and for less than 5 second putting it on my lap to clean my coffee table, so I can place it there.",LAPTOP#QUALITY,negative
Just don't waste your time and money on this.,LAPTOP#GENERAL,negative
Speakers doesn't sound that great.,MULTIMEDIA_DEVICES#QUALITY,negative
"This is a complete waste of money, dont let the price fool you!","LAPTOP#PRICE,LAPTOP#GENERAL","neutral,negative"
And the only microphone input is for a combo Mike/Speaker plug.,LAPTOP#DESIGN_FEATURES,negative
They said it was a computer error on this type of computer.,LAPTOP#MISCELLANEOUS,negative
I highly recommend this product!,LAPTOP#GENERAL,positive
"In addition, there is photo detection software that will allow you to group all the photos together based upon the people in the picture.",SOFTWARE#DESIGN_FEATURES,positive
"I fine Apple MC373LL/A 2.66GHz 15"" Macboook Pro Notebook meets all my needs for a laptop computer when on the go.",LAPTOP#GENERAL,positive
This lap top is good so far.,LAPTOP#GENERAL,positive
"During that time, I had to send it back 3 times.",LAPTOP#QUALITY,negative
Please people dont make the same mistake i did.,LAPTOP#GENERAL,negative
"I wish it had a webcam though, then it would be perfect!","LAPTOP#DESIGN_FEATURES,LAPTOP#GENERAL","negative,positive"
defective software.,SOFTWARE#QUALITY,negative
the mouse buttons are hard to push.,MOUSE#USABILITY,negative
IT IS VERY LIGHT AND THE PICTURE IS NICE  AND THE PRICE WAS AMAZING.,"LAPTOP#DESIGN_FEATURES,DISPLAY#QUALITY,LAPTOP#PRICE","positive,positive,positive"
the size of has actually help me out quite a bit by me being able to fit it in an already full backpack and to use it at a resturant where the food on the table is always so space consuming.,"LAPTOP#DESIGN_FEATURES,LAPTOP#USABILITY,LAPTOP#PORTABILITY","positive,positive,positive"
The hinges on this PC are nice and tight and well made like the rest of the PC.,LAPTOP#QUALITY,positive
Don't expect much in terms of performance from this laptop.,LAPTOP#OPERATION_PERFORMANCE,negative
At 16 months it started shutting off after only 5 or 10 minutes.,LAPTOP#OPERATION_PERFORMANCE,negative
It is very well built.,LAPTOP#QUALITY,positive
"It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.","LAPTOP#MISCELLANEOUS,BATTERY#OPERATION_PERFORMANCE","positive,positive"
I don't have any complains about this computer,LAPTOP#GENERAL,positive
Slow,LAPTOP#OPERATION_PERFORMANCE,negative
My one complaint with this laptop is that I've noticed an electronic fuzz sound coming out of the headphone jack when headphones are plugged in.,PORTS#QUALITY,negative
Very disappointed!,LAPTOP#GENERAL,negative
The keyboard is a little wonky with having to use the Function button to get the F-keys but with how infrequently i use those it is a non-issue.,"KEYBOARD#DESIGN_FEATURES,KEYBOARD#USABILITY","negative,neutral"
"The battery life seems to be very good, and have had no issues with it.",BATTERY#OPERATION_PERFORMANCE,positive
I will never buy another computer from Dell ever again do to how awful it worked and how I was treated by the company.,"SUPPORT#QUALITY,LAPTOP#OPERATION_PERFORMANCE,COMPANY#GENERAL","negative,negative,negative"
"I love windows 7 but i can't give Toshiba any credit for that, unless y'all get serious about ergonomics and making required connections less obtrusive i will be looking to different manufacturer next time.","OS#GENERAL,LAPTOP#DESIGN_FEATURES,COMPANY#GENERAL,LAPTOP#USABILITY","positive,negative,negative,negative"
I'm glad I made the choice to switch and buy this MAC.,LAPTOP#GENERAL,positive
Don't buy this model.,LAPTOP#GENERAL,negative
GREAT value laptop!,"LAPTOP#GENERAL,LAPTOP#PRICE","positive,positive"
I absolutely love my mac!,LAPTOP#GENERAL,positive
Love it so far.,LAPTOP#GENERAL,positive
We are addicted to the Mac.,LAPTOP#GENERAL,positive
"It has plenty of memory, lots of hard drive, and great graphics.","HARD_DISC#DESIGN_FEATURES,GRAPHICS#GENERAL,MEMORY#DESIGN_FEATURES","positive,positive,positive"
But that's not a deal-breaker.,LAPTOP#DESIGN_FEATURES,neutral
I needed an inexpensive laptop to do basic office work on that was lightweight and this fits the bill just fine.,"LAPTOP#PRICE,LAPTOP#DESIGN_FEATURES,LAPTOP#MISCELLANEOUS","positive,positive,positive"
This computer is good for 10 days then it sucks for the rest of your life.,LAPTOP#QUALITY,negative
I will only buy apple laptops from now on.,COMPANY#GENERAL,positive
"Called tech support and got the usual Acer ""We don't support software but for $$$ we can help you"" I explained there was no software involved in booting.",SUPPORT#QUALITY,negative
It immediately recognized the printer and was ready to go.,LAPTOP#CONNECTIVITY,positive
I baby my electronics so I know for a fact it was defective and not anything that I did to it.,DISPLAY#QUALITY,negative
Great price and computer!,"LAPTOP#PRICE,LAPTOP#GENERAL","positive,positive"
"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.","SHIPPING#PRICE,LAPTOP#GENERAL,LAPTOP#PRICE","positive,positive,positive"
Just not for me.,LAPTOP#GENERAL,negative
I'd recommend this laptop to anyone!,LAPTOP#GENERAL,positive
Everything about this computer is easy to use.,LAPTOP#USABILITY,positive
"Price is great, wish it didn't have Windows 8, but that is an opinion.","OS#GENERAL,LAPTOP#PRICE","negative,positive"
they have not sent a new one nor called.,SUPPORT#QUALITY,negative
Only downfall is the preloaded McAfee and other software.,"LAPTOP#DESIGN_FEATURES,SOFTWARE#GENERAL","negative,negative"
The Toshiba Satellite has been more than I expected for the price.,"LAPTOP#GENERAL,LAPTOP#PRICE","positive,neutral"
It's a bummer and one out of five is being kind.,LAPTOP#GENERAL,negative
None of the techs at HP knew what they were doing.,SUPPORT#QUALITY,negative
dell is a decently made pc.,LAPTOP#GENERAL,neutral
The battery life is probably an hour at best.,BATTERY#OPERATION_PERFORMANCE,negative
"Uhhhhhh, the computer looks good.",LAPTOP#DESIGN_FEATURES,positive
But as time went on I found it almost impossible to keep the thing on-line through wi-fi.,LAPTOP#CONNECTIVITY,negative
Dell support was awful to deal with.,SUPPORT#QUALITY,negative
"So far, so good.",LAPTOP#GENERAL,positive
Since I've had this computer I've only used the trackpad because it is so nice and smooth.,"MOUSE#USABILITY,MOUSE#OPERATION_PERFORMANCE","positive,positive"
The statement of 7 hour battery life is not just mere exaggeration -- it's a lie.,BATTERY#OPERATION_PERFORMANCE,negative
It has a quick start up and shut down time.,LAPTOP#OPERATION_PERFORMANCE,positive
I've already recommended this laptop to a friend who eye'd the computer when I took it out of my bag.,LAPTOP#GENERAL,positive
This little netboook is helping me get work done!,LAPTOP#GENERAL,positive
the only drawback is no DVD player.. but for $20 you can buy an external one,LAPTOP#DESIGN_FEATURES,neutral
"Crisp screen, great battery life, and plenty of storage.","HARD_DISC#DESIGN_FEATURES,BATTERY#OPERATION_PERFORMANCE,DISPLAY#QUALITY","positive,positive,positive"
"Then to make matters worst, there is noone that they can transfer you to.",SUPPORT#QUALITY,negative
The ease in which you set everything up is such that a child could do it.,LAPTOP#USABILITY,positive
"The screen is bright and clear, the operating system is solid and friendly to a novice.","OS#QUALITY,OS#USABILITY,DISPLAY#QUALITY","positive,positive,positive"
"Besides the great look, it is a great machine.","LAPTOP#DESIGN_FEATURES,LAPTOP#GENERAL","positive,positive"
It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!,"HARD_DISC#QUALITY,KEYBOARD#QUALITY","negative,negative"
I love the glass touchpad.,MOUSE#DESIGN_FEATURES,positive
The battery gets so HOT it is scary.,BATTERY#QUALITY,negative
The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.,CPU#OPERATION_PERFORMANCE,negative
Battery could be better but it has robust processor and plenty of RAM so that is a trade off I suppose.,"BATTERY#OPERATION_PERFORMANCE,MEMORY#DESIGN_FEATURES,CPU#OPERATION_PERFORMANCE","negative,positive,positive"
"Yeah, I wanted to throw that lap top out the window and light it on fire.",LAPTOP#GENERAL,negative
with the switch being at the top you need to memorize the key combination rather than just flicking a switch.,"LAPTOP#USABILITY,LAPTOP#DESIGN_FEATURES","negative,negative"
This clunker however stopped working after only two weeks of having it delivered.,"LAPTOP#OPERATION_PERFORMANCE,LAPTOP#QUALITY","negative,negative"
Do not  buy it!,LAPTOP#GENERAL,negative
Killer computer.,LAPTOP#GENERAL,positive
"After a little more than a year of owning my MacBook Pro, the monitor has completely died.",DISPLAY#QUALITY,negative
The touch screen response is fast and it picks up bluetooth and wifi FAST.,"DISPLAY#OPERATION_PERFORMANCE,LAPTOP#CONNECTIVITY","positive,positive"
"The laptop is beautiful, not extremely light but thin enough and wide screen with a full keyboard.","KEYBOARD#DESIGN_FEATURES,DISPLAY#DESIGN_FEATURES,LAPTOP#DESIGN_FEATURES","positive,positive,positive"
but other then that I would give this product a 4 in hafe stars.,LAPTOP#GENERAL,positive
I bought it for really cheap also and it's AMAZING.,"LAPTOP#GENERAL,LAPTOP#PRICE","positive,positive"
"It is not even a year old yet, so I would definitely not recommend it to anyone.","LAPTOP#GENERAL,LAPTOP#QUALITY","negative,negative"
"And, if you are going to deal with HP be careful.",COMPANY#GENERAL,negative
"Today, it hasn't worked at all more than it has.",MOUSE#OPERATION_PERFORMANCE,negative
That's the downside for me.,LAPTOP#USABILITY,negative
I love my new ThinkPad!,LAPTOP#GENERAL,positive
It Was a great deal after all.,"LAPTOP#GENERAL,LAPTOP#PRICE","positive,positive"
"However, I love this particular Mac because its very fast, great size, and has fantastic features like the lighted keyboard and easy mouse pad.","MOUSE#USABILITY,KEYBOARD#DESIGN_FEATURES,LAPTOP#DESIGN_FEATURES,LAPTOP#OPERATION_PERFORMANCE,LAPTOP#GENERAL","positive,positive,positive,positive,positive"
If this is an improvement in Customer Service then I would hate too see what it was before!,SUPPORT#QUALITY,negative
It is easy to use and lightweight.,"LAPTOP#USABILITY,LAPTOP#DESIGN_FEATURES","positive,positive"
"Probably not a gaming machine, which I have zero interest in.",LAPTOP#MISCELLANEOUS,neutral
The pictures are clear as can be.,DISPLAY#QUALITY,positive
"the key bindings take a little getting used to, but have loved the Macbook Pro.","KEYBOARD#USABILITY,LAPTOP#GENERAL","neutral,positive"
"For $250, which is as much as my graphics card alone cost, this laptop is an incredible value.","LAPTOP#GENERAL,LAPTOP#PRICE","positive,positive"
"I had to adjust my mousepad sensitivity, because it is very sensitive.",MOUSE#OPERATION_PERFORMANCE,negative
Hands down one of my best and most used purchases thus far.,LAPTOP#GENERAL,positive
It drives me crazy when I want to download a game or something of that nature and I can't play it because its not compatable with the software.,SOFTWARE#USABILITY,negative
But I am glad to have gotten mine right before they stopped making it.,LAPTOP#GENERAL,positive
Battery life could be better but overall for the price and Toshiba's reputation for laptops it's great!,"BATTERY#OPERATION_PERFORMANCE,COMPANY#GENERAL,LAPTOP#GENERAL,LAPTOP#PRICE","neutral,neutral,positive,neutral"
I like the laptop overall.,LAPTOP#GENERAL,positive
i would really recommend to any person out there to get this laptop cause its really worth it.,LAPTOP#GENERAL,positive
Keyboard could use some trimming.,KEYBOARD#DESIGN_FEATURES,negative
they have done absolutely nothing to fix the computer problem.,SUPPORT#QUALITY,negative
Fantastic for the price - just wish it the keys were illuminated.,"LAPTOP#GENERAL,LAPTOP#PRICE,KEYBOARD#DESIGN_FEATURES","positive,neutral,negative"
If you're looking for a basic PC this is the way to go.,LAPTOP#MISCELLANEOUS,positive
Does all that was advertised.,LAPTOP#GENERAL,positive
Didn't work when shipped from Walmart.com but went into a store and exchanged for a working laptop (same make/model).,LAPTOP#MISCELLANEOUS,neutral
It comes on for seconds then shuts itself off.,LAPTOP#OPERATION_PERFORMANCE,negative
"Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.","SOFTWARE#GENERAL,LAPTOP#DESIGN_FEATURES","positive,positive"
Worth the investment and truly a fine piece of equipment.,LAPTOP#GENERAL,positive
"The Windows 7 Starter is, in my opinion, a great way to think about using your netbook: basics, basics, basics.",OS#GENERAL,neutral
"It's great and we will always stick with Apple computers, we have been so happy with them.","LAPTOP#GENERAL,COMPANY#GENERAL","positive,positive"
"Sorry Toshiba, but 1st impressions do count for something.",COMPANY#GENERAL,negative
"previous laptops were pc's, still have them, but the mac osx is a clean and smooth operating system.","OS#DESIGN_FEATURES,OS#OPERATION_PERFORMANCE","positive,positive"
It's just a little slow.,LAPTOP#OPERATION_PERFORMANCE,negative
another satisfied customer.,LAPTOP#GENERAL,positive
"Not a bad laptop, it's a bit slow, but gets the job done.","LAPTOP#GENERAL,LAPTOP#OPERATION_PERFORMANCE","positive,neutral"
Let me start with the good:So awesome.,LAPTOP#GENERAL,positive
I just received the laptop and if it runs like this already cant imagine how it would work in the next couple of weeks.,LAPTOP#OPERATION_PERFORMANCE,negative
It's an amazing laptop.,LAPTOP#GENERAL,positive
The keyboard is top notch.,KEYBOARD#QUALITY,positive
"Laptop is advertised as a 15"" but the casing looks like that of a 17"".",LAPTOP#DESIGN_FEATURES,negative
"But, it works really slowwwwww!!!",LAPTOP#OPERATION_PERFORMANCE,negative
This is my first Dell I heard their customer service was lacking and that they were working on improving it!,SUPPORT#QUALITY,neutral
"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).","LAPTOP#GENERAL,LAPTOP#DESIGN_FEATURES,LAPTOP#USABILITY,CPU#MISCELLANEOUS","positive,negative,negative,neutral"
The hdd has a scratching noise.,HARD_DISC#QUALITY,negative
I have not have any problems.,LAPTOP#GENERAL,positive
The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.,LAPTOP#CONNECTIVITY,negative
Everything I have tried has worked and I never have to carry the wall charger cause the battery is so awesome.,"LAPTOP#OPERATION_PERFORMANCE,BATTERY#OPERATION_PERFORMANCE","positive,positive"
Probbly the worst decision we ever made!,LAPTOP#GENERAL,negative
Another Great thing is the Beast graphics.,GRAPHICS#QUALITY,positive
"In two months, both the power cord pin broke (the company replaced it) and then the CD drive literally jumped out of the laptop unannounced and shattered into a million pieces.","OPTICAL_DRIVES#QUALITY,POWER_SUPPLY#QUALITY,SUPPORT#QUALITY","negative,negative,neutral"
I finally decided on this laptop because it was the right price for what I need it.,"LAPTOP#GENERAL,LAPTOP#PRICE","positive,positive"
Keyboard good sized and wasy to use.,"KEYBOARD#USABILITY,KEYBOARD#DESIGN_FEATURES","positive,positive"
They are asking me to ship the unit back to fix it at their site.,SUPPORT#QUALITY,neutral
I would recommend it just because of the internet speed probably because thats the only thing i really care about.,"LAPTOP#CONNECTIVITY,LAPTOP#OPERATION_PERFORMANCE","positive,positive"
I'm glad to have it and it showed up in only a few days.,LAPTOP#GENERAL,positive
The screen is very large and crystal clear with amazing colors and resolution.,"DISPLAY#QUALITY,DISPLAY#DESIGN_FEATURES","positive,positive"
The display is beyond horrible.,DISPLAY#GENERAL,negative
it's just a great toy to have around.,LAPTOP#GENERAL,positive
it is hard to fix and makes it a hassle to own one.,"LAPTOP#QUALITY,LAPTOP#GENERAL","negative,negative"
1.Great display.,DISPLAY#GENERAL,positive
"Needs longer lasting battery, More than 1 to 2 Hrs.",BATTERY#OPERATION_PERFORMANCE,negative
Paid close to $2800 out the door.,LAPTOP#PRICE,negative
"The improvements to the OS have been relatively gradual, but substantive.",OS#GENERAL,positive
Of course this will decrease your battery life.,LAPTOP#MISCELLANEOUS,neutral
"The hard drive crashed as well, and I had to buy a new  power cord.","HARD_DISC#QUALITY,POWER_SUPPLY#QUALITY","negative,negative"
The perfect notebook...,LAPTOP#GENERAL,positive
"The lesson learned here is: It does not pay to by this loyal to any brand, since all of them are there to simply  to make as much money as possible, as fast as they can, and in this day and age, the customer no longer is right all the times.",COMPANY#GENERAL,negative
That whole experience was just ridiculous we sent it in and after they told us that we had to pay $175 to fix it we were like we will just by a portable mouse which would be way cheaper but they refused to send the laptop back until we paid the $175 and it was fixed.,"SUPPORT#QUALITY,SUPPORT#PRICE","negative,negative"
"Oh yea, has no numeric pad on the side.",KEYBOARD#DESIGN_FEATURES,negative
Small and light weight.,LAPTOP#DESIGN_FEATURES,positive
The book is useless.,LAPTOP#MISCELLANEOUS,negative
"It is well worth the money it cost, Very good investment.","LAPTOP#PRICE,LAPTOP#GENERAL","positive,positive"
The new Macbook Pro 15 inch i7 is nothing short of amazing.,LAPTOP#GENERAL,positive
This laptop broke within the first hour of use.,LAPTOP#QUALITY,negative
The magnetic plug-in power charging power cord is great (I even put it to the test by accident)- excellent innovation!,POWER_SUPPLY#DESIGN_FEATURES,positive
Runs smooth and quick.,LAPTOP#OPERATION_PERFORMANCE,positive
It seems that this computer might be a lemon.,LAPTOP#QUALITY,negative
"I enjoy very much my new Toshiba, purchased specifially for attending online schooling.",LAPTOP#GENERAL,positive
Oh my goodness-I am not a happy camper.,LAPTOP#GENERAL,negative
I would not recommend this product to anyone.,LAPTOP#GENERAL,negative
"Overall I feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.","LAPTOP#QUALITY,LAPTOP#OPERATION_PERFORMANCE,BATTERY#OPERATION_PERFORMANCE","negative,negative,positive"
Small screen somewhat limiting but great for travel.,"DISPLAY#DESIGN_FEATURES,LAPTOP#PORTABILITY","negative,positive"
"They would repair one thing, send it back and it would still have the same problem.",SUPPORT#QUALITY,negative
"The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it, but I like the big screen on it.","DISPLAY#DESIGN_FEATURES,LAPTOP#PORTABILITY","positive,negative"
The biggest problem I have is the right side and top of the touchpad is unresponsive.,MOUSE#OPERATION_PERFORMANCE,negative
Hate Windows 8.1!,OS#GENERAL,negative
Handles all my basic media needs easily.,LAPTOP#MISCELLANEOUS,positive
I can't even install one of the 3 printers I have in my house so I am unable to print.,"LAPTOP#CONNECTIVITY,LAPTOP#USABILITY","negative,negative"
it was slow and might be problematic.,"LAPTOP#OPERATION_PERFORMANCE,LAPTOP#GENERAL","negative,negative"
"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often.....","SOFTWARE#GENERAL,LAPTOP#DESIGN_FEATURES,LAPTOP#OPERATION_PERFORMANCE","negative,neutral,negative"
"It's clunky, heavy, and a pain to start up and shut down.","LAPTOP#DESIGN_FEATURES,LAPTOP#PORTABILITY,LAPTOP#OPERATION_PERFORMANCE","negative,negative,negative"
"I wanted to purchase the extended warranty and they refused, because they knew it was trouble.","SUPPORT#QUALITY,LAPTOP#GENERAL","negative,negative"
Not enough time for me to give it 5 stars!,LAPTOP#GENERAL,neutral
It's a long and tirring process that after a while it seems like their game plan was to wear you out so you would want to give up on contacting them.,SUPPORT#QUALITY,negative
awesome!,LAPTOP#GENERAL,positive
Toshiba knows there is a manufacturing defect but will not acknowledge it.,SUPPORT#QUALITY,negative
I love this laptop!,"LAPTOP#GENERAL,LAPTOP#GENERAL","positive,positive"
"I spent 2200 dollars on a ""top of the line laptop"".","LAPTOP#PRICE,LAPTOP#QUALITY","negative,negative"
7.Expensive.,LAPTOP#PRICE,negative
The computer could have been shipped by Priority Mail through the USPS for the same cost and arrived by Noon on Tue.,SHIPPING#QUALITY,negative
I don't really have a complaint.,LAPTOP#GENERAL,positive
"However, the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).","MOUSE#USABILITY,MOUSE#DESIGN_FEATURES","positive,positive"
And having to deal with the company has been a even worse nightmare.,SUPPORT#QUALITY,negative
Memory is upgradable.,LAPTOP#USABILITY,positive
the computer is very wonderful.,LAPTOP#GENERAL,positive
i can run somewhat modern games like Skyrim and Fallout New Vegas with no issues.,LAPTOP#MISCELLANEOUS,positive
Enabling the battery timer is useless.,BATTERY#OPERATION_PERFORMANCE,negative
Just what the doctor ordered.,LAPTOP#GENERAL,positive
There is no number pad to the right of the keyboard which is a bummer.,KEYBOARD#DESIGN_FEATURES,negative
"First, it does not have a push button to open the lid.",LAPTOP#DESIGN_FEATURES,negative
I will never complain about the price since I believe you get what you pay for and my MacBook Pro was worth every dollar.,"LAPTOP#GENERAL,LAPTOP#PRICE","positive,positive"
The internet speed is spectacular.,"LAPTOP#CONNECTIVITY,LAPTOP#OPERATION_PERFORMANCE","positive,positive"
"I let my friend borrow it, and she knows nothing about computers, and she used it with ease.",LAPTOP#USABILITY,positive
"It's easy to operate and it's very light (my parents are almost 60 yo, they can't carry a heavy computer while traveling).","LAPTOP#USABILITY,LAPTOP#DESIGN_FEATURES,LAPTOP#PORTABILITY","positive,positive,positive"
"But with A WAY Bigger Screen, and IS able to connect to an HDMI.","LAPTOP#CONNECTIVITY,DISPLAY#DESIGN_FEATURES","positive,positive"
Too many steps to get anywhere and hard to set up,LAPTOP#USABILITY,negative
"I just bought this computer from the Apple Store, and I couldn't be more impressed with it.",LAPTOP#GENERAL,positive
Now the graphics are not HD...and the reason that it is light is that it is really basic (medium low grade) plastic.,"LAPTOP#QUALITY,GRAPHICS#QUALITY","negative,negative"
"Apparently there is a manufacturing defect, something with the amount of thermal paste.",LAPTOP#QUALITY,negative
Peformance is good for the price.,"LAPTOP#OPERATION_PERFORMANCE,LAPTOP#PRICE","positive,neutral"
Below average on the w-fi adapter which I'm still trying to get to the bottom of.,LAPTOP#CONNECTIVITY,negative
The processor is very quick and effective as I load webpages and applications.,CPU#OPERATION_PERFORMANCE,positive
I have had the luxury (sarcasm) of owning 2 of these laptops.,LAPTOP#GENERAL,negative
I was not aware that this product cannot display websites that contain Flash.,LAPTOP#USABILITY,negative
I will never purchase a HP again ever.,COMPANY#GENERAL,negative
Its still going.,LAPTOP#QUALITY,positive
The first fell apart right after the 1-year-warranty.,LAPTOP#QUALITY,negative
Very happy with my 7th Toshiba laptop!,"LAPTOP#GENERAL,COMPANY#GENERAL","positive,positive"
"4) Laptop still did not work, blue screen within a week...",SUPPORT#QUALITY,negative
But no one could tell me when my part would be shipped nor could they tell me where to buy it ON THEIR WEBSITE!!!,SUPPORT#QUALITY,negative
The only downfall is the battery only last 1.5-2.0 hrs when not plugged in.,BATTERY#OPERATION_PERFORMANCE,negative
"I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.","LAPTOP#DESIGN_FEATURES,DISPLAY#DESIGN_FEATURES,LAPTOP#PORTABILITY","positive,positive,positive"
"The screen is huge and coloful, but no LED backlighting.","DISPLAY#DESIGN_FEATURES,DISPLAY#DESIGN_FEATURES","negative,positive"
"My laptop cost approximately $2,300 and DIED after only 2-years, 10-months and 18-days of use.","LAPTOP#PRICE,LAPTOP#QUALITY","negative,negative"
"The screen is good, the whole things is very light and doesn't run hot.","LAPTOP#QUALITY,LAPTOP#DESIGN_FEATURES,DISPLAY#GENERAL","positive,positive,positive"
It discharges too quickly.,BATTERY#OPERATION_PERFORMANCE,negative
It would be a load on long trips where a lot of walking is required.,LAPTOP#PORTABILITY,negative
Now the machine won't connect and Toshiba says that they did replace the connection card in May but they only warranty the repair for 30 days and now I'm out of warranty even though this has been a constant 5 month occurance since I bought the netbook.,"LAPTOP#CONNECTIVITY,SUPPORT#QUALITY","negative,negative"
"The display on this computer is the best I've seen in a very long time, the battery life is very long and very convienent.","DISPLAY#GENERAL,BATTERY#OPERATION_PERFORMANCE","positive,positive"
"Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.","LAPTOP#PORTABILITY,LAPTOP#OPERATION_PERFORMANCE,LAPTOP#DESIGN_FEATURES","positive,positive,positive"
I am really not happy with this computer...,LAPTOP#GENERAL,negative
wonderful features.,LAPTOP#DESIGN_FEATURES,positive
"Love the speed, especially!",LAPTOP#OPERATION_PERFORMANCE,positive
Everything was so easy.,LAPTOP#USABILITY,positive
It does everything I need it too!,LAPTOP#GENERAL,positive
Meets my needs perfectly and is light enough for this senior to carry without affecting my arthritis.,"LAPTOP#PORTABILITY,LAPTOP#DESIGN_FEATURES,LAPTOP#GENERAL","positive,positive,positive"
Highly recommend for daily use.,LAPTOP#MISCELLANEOUS,positive
Now that I have it I see that I really needed this for much more.,LAPTOP#GENERAL,positive
"In my house, HP is a nasty word.",COMPANY#GENERAL,negative
"It's light and easy to use, though.","LAPTOP#DESIGN_FEATURES,LAPTOP#USABILITY","positive,positive"
The Computer itself is a good product but the repair depot stinks.,"LAPTOP#GENERAL,SUPPORT#QUALITY","positive,negative"
"If you are a gamer or need it for heavy computer use, get something else.",LAPTOP#MISCELLANEOUS,negative
I really wish I had done this years ago.,LAPTOP#GENERAL,positive
The desktop was clean once I got it up and running.,LAPTOP#DESIGN_FEATURES,positive
The Mid-2014 MacBook Pro does no disappoint...,LAPTOP#GENERAL,positive
It seems like Lenovo also makes weird choices about which side to put the powercord and other slots on.,"COMPANY#GENERAL,LAPTOP#DESIGN_FEATURES","negative,negative"
Price and purpose is awesome!,"LAPTOP#MISCELLANEOUS,LAPTOP#PRICE","positive,positive"
No Lenovo for me.,COMPANY#GENERAL,negative
From the second you open the box you will fall in love with this computer!,LAPTOP#GENERAL,positive
It's exactly like the picture and I AM SATISFIED.,"LAPTOP#MISCELLANEOUS,LAPTOP#GENERAL","positive,positive"
"Windows 7 Starter is terrific (no you can't change the background) but I don't need to, I use it just for school work.","OS#USABILITY,OS#GENERAL","neutral,positive"
"A coupla months later, they change my hard drive.",HARD_DISC#QUALITY,negative
"If, like me, you will be paying bills, occasionally reading the news, or just buying stuff on line, Then this is a winner.",LAPTOP#MISCELLANEOUS,positive
Took the netbook on a vacation trip and I was able to do whatever I wanted to do without lugging a much heavier laptop.,"LAPTOP#GENERAL,LAPTOP#DESIGN_FEATURES,LAPTOP#PORTABILITY","positive,positive,positive"
The case is carved out of a single block of aluminum.,LAPTOP#QUALITY,positive
"It freezes, and it always shows that there is an error, so I have to restart it a few times every time I use it.",SOFTWARE#OPERATION_PERFORMANCE,negative
NO junkware!!,"SOFTWARE#GENERAL,LAPTOP#DESIGN_FEATURES","positive,positive"
I swear they design these things to go to crap after a year so you are stuck and have to buy a new one.,LAPTOP#QUALITY,negative
I returned the computer to HP and they kept it for 3 months.,SUPPORT#QUALITY,negative
The technical service for dell is so 3rd world it might as well not even bother.,SUPPORT#QUALITY,negative
Everything from the design to the OS is simple and to the point.,"LAPTOP#DESIGN_FEATURES,OS#USABILITY,LAPTOP#USABILITY","positive,positive,positive"
Even my extremely tech savvy boyfriend was impressed with the features and sleek design.,LAPTOP#DESIGN_FEATURES,positive
It is sleek and lightweight and charges quickly when needed.,"BATTERY#OPERATION_PERFORMANCE,LAPTOP#DESIGN_FEATURES","positive,positive"
Once I removed all the software the laptop loads in 15-20 seconds.,"SOFTWARE#GENERAL,LAPTOP#OPERATION_PERFORMANCE","negative,neutral"
The best thing about this laptop is the price along with some of the newer features.,"LAPTOP#PRICE,LAPTOP#DESIGN_FEATURES","positive,positive"
The retina display is fantastic.,DISPLAY#GENERAL,positive
I am very Happy!,LAPTOP#GENERAL,positive
I was surprised with the performance and quality of this HP Laptop.,"LAPTOP#OPERATION_PERFORMANCE,LAPTOP#QUALITY","positive,positive"
This netbook went bad on me after 3 days.,LAPTOP#QUALITY,negative
I was said it's videocard.,GRAPHICS#GENERAL,negative
This computer doesn't do that well with certain games it can't play some and it becomes too hot while playing games.,LAPTOP#MISCELLANEOUS,negative
This was purchased for my daughter and I was pleasantly surprised.,LAPTOP#GENERAL,positive
the manufacturer's warranty only covers replacement/repair of parts.,WARRANTY#GENERAL,negative
